ICAO,RANGE,CLASS,RWY,C40_SECT,N,REF20,REF05,REF15,REFPB,C100_SECT
LEBL,40NM,MJ,07L,"(330,360]",3326,15.8,14.566666666666666,15.483333333333333,15.024999999999999,NA
LEBL,40NM,MJ,25L,"(0,35]",514,11.75,10.783333333333333,11.45,11.116666666666667,NA
LEBL,40NM,MJ,25L,"(35,80]",1126,11.566666666666666,10.616666666666667,11.3,10.958333333333334,NA
LEBL,40NM,MJ,25L,"(80,115]",293,11.283333333333333,10.43,11.093333333333334,10.761666666666667,NA
LEBL,40NM,MJ,25L,"(115,215]",377,14.17,12.576666666666666,13.84,13.208333333333332,NA
LEBL,40NM,MJ,25L,"(215,255]",304,14.983333333333333,13.8525,14.640833333333333,14.246666666666666,NA
LEBL,40NM,MJ,25L,"(255,330]",480,15.013333333333334,13.582500000000001,14.566666666666666,14.074583333333333,NA
LEBL,40NM,MJ,25L,"(330,360]",20,12.82,11.950833333333332,12.200833333333332,12.075833333333332,NA
LEBL,40NM,MJ,25R,"(0,35]",18529,11.566666666666666,10.656666666666668,11.3,10.978333333333335,NA
LEBL,40NM,MJ,25R,"(35,80]",40722,10.95,10.15,10.716666666666667,10.433333333333334,NA
LEBL,40NM,MJ,25R,"(80,115]",8875,11.230000000000002,10.583333333333334,11.051666666666666,10.817499999999999,NA
LEBL,40NM,MJ,25R,"(115,215]",11623,13.933333333333334,12.383333333333333,13.55,12.966666666666667,NA
LEBL,40NM,MJ,25R,"(215,255]",9294,16,14.866666666666667,15.7,15.283333333333333,NA
LEBL,40NM,MJ,25R,"(255,330]",18061,14.816666666666666,13.616666666666667,14.5,14.058333333333334,NA
LEBL,40NM,MJ,25R,"(330,360]",217,12.306666666666668,11.416666666666666,12.083333333333334,11.75,NA
LEBL,40NM,MT,02,"(35,80]",6,16.116666666666667,15.179166666666667,15.804166666666667,15.491666666666667,NA
LEBL,40NM,MT,02,"(80,115]",7,14.246666666666666,14.078333333333333,14.168333333333333,14.123333333333333,NA
LEBL,40NM,MT,02,"(115,215]",52,11.07,10.575,10.970833333333333,10.772916666666667,NA
LEBL,40NM,MT,02,"(215,255]",8,12.26,11.182500000000001,12.236666666666666,11.709583333333335,NA
LEBL,40NM,MT,02,"(255,330]",9,12.34,11.940000000000001,12.146666666666668,12.043333333333335,NA
LEBL,40NM,MT,07L,"(0,35]",15,17.27,16.935000000000002,17.165,17.05,NA
LEBL,40NM,MT,07L,"(35,80]",62,18.16,17.104166666666668,18.045833333333334,17.575000000000003,NA
LEBL,40NM,MT,07L,"(115,215]",59,14.100000000000001,12.298333333333336,13.606666666666667,12.9525,NA
LEBL,40NM,MT,07L,"(215,255]",26,12.7,11.070833333333335,11.929166666666665,11.5,NA
LEBL,40NM,MT,07L,"(330,360]",2,17.06,16.8775,16.999166666666667,16.938333333333333,NA
LEBL,40NM,MT,25L,"(80,115]",1,13.616666666666667,13.616666666666667,13.616666666666667,13.616666666666667,NA
LEBL,40NM,MT,25L,"(115,215]",6,14.25,14.1625,14.220833333333333,14.191666666666666,NA
LEBL,40NM,MT,25L,"(215,255]",2,19.813333333333333,19.078333333333333,19.56833333333333,19.32333333333333,NA
LEBL,40NM,MT,25R,"(0,35]",18,12.36,11.546666666666667,12.02,11.783333333333333,NA
LEBL,40NM,MT,25R,"(35,80]",263,11.643333333333334,10.703333333333333,11.288333333333334,10.995833333333334,NA
LEBL,40NM,MT,25R,"(80,115]",7,12.36,12.226666666666667,12.246666666666666,12.236666666666666,NA
LEBL,40NM,MT,25R,"(115,215]",357,14.866666666666667,12.93,14.433333333333334,13.681666666666667,NA
LEBL,40NM,MT,25R,"(215,255]",61,18.883333333333333,16.9,18.166666666666668,17.53333333333333,NA
LEBL,40NM,MT,25R,"(255,330]",7,18.35666666666667,18,18.200000000000003,18.1,NA
LEBL,40NM,ZZ,02,"(35,80]",1,17.416666666666668,17.416666666666668,17.416666666666668,17.416666666666668,NA
LEBL,40NM,ZZ,25R,"(35,80]",1,10.95,10.95,10.95,10.95,NA
LEBL,100NM,H,02,NA,39,25.10333333333333,23.299999999999997,24.685000000000002,23.9925,"(0,35]"
LEBL,100NM,H,02,NA,486,22.533333333333335,21.204166666666666,22.195833333333333,21.7,"(35,80]"
LEBL,100NM,H,02,NA,410,22.35,21.415,22.055833333333332,21.735416666666666,"(80,115]"
LEBL,100NM,H,02,NA,3,18.71,17.54,18.32,17.93,"(115,215]"
LEBL,100NM,H,02,NA,302,19.303333333333335,17.9875,19.033333333333335,18.510416666666668,"(215,255]"
LEBL,100NM,H,02,NA,378,20.963333333333335,19.754166666666666,20.575833333333332,20.165,"(255,330]"
LEBL,100NM,H,02,NA,10,23.53666666666667,23.45583333333333,23.506666666666668,23.48125,"(330,360]"
LEBL,100NM,H,07L,NA,78,26.19,24.383333333333333,25.718333333333334,25.050833333333333,"(0,35]"
LEBL,100NM,H,07L,NA,284,27.259999999999998,26.090833333333332,27.0225,26.556666666666665,"(35,80]"
LEBL,100NM,H,07L,NA,416,27.2,25.595833333333335,26.654166666666665,26.125,"(80,115]"
LEBL,100NM,H,07L,NA,2,21.403333333333332,20.450833333333332,21.08583333333333,20.76833333333333,"(115,215]"
LEBL,100NM,H,07L,NA,111,21.083333333333332,19.483333333333334,20.558333333333334,20.020833333333336,"(215,255]"
LEBL,100NM,H,07L,NA,984,21.6,20.0025,21.1075,20.555,"(255,330]"
LEBL,100NM,H,07L,NA,52,24.12,23.494166666666665,23.9075,23.700833333333332,"(330,360]"
LEBL,100NM,H,25L,NA,4,20.86,20.7775,20.832500000000003,20.805,"(0,35]"
LEBL,100NM,H,25L,NA,58,20.53666666666667,19.300833333333333,20.2825,19.791666666666664,"(35,80]"
LEBL,100NM,H,25L,NA,49,21.95,21.07333333333333,21.650000000000002,21.361666666666665,"(80,115]"
LEBL,100NM,H,25L,NA,1,25.066666666666666,25.066666666666666,25.066666666666666,25.066666666666666,"(115,215]"
LEBL,100NM,H,25L,NA,29,21.68,19.99666666666667,21.419999999999998,20.708333333333336,"(215,255]"
LEBL,100NM,H,25L,NA,43,22.28666666666667,21.473333333333336,22.148333333333333,21.810833333333335,"(255,330]"
LEBL,100NM,H,25R,NA,233,21.506666666666668,20.423333333333332,21.259999999999998,20.841666666666665,"(0,35]"
LEBL,100NM,H,25R,NA,1376,21.116666666666667,19.866666666666667,20.8375,20.352083333333333,"(35,80]"
LEBL,100NM,H,25R,NA,1660,21.766666666666666,20.65,21.430833333333336,21.040416666666665,"(80,115]"
LEBL,100NM,H,25R,NA,2,27.049999999999997,26.412499999999998,26.8375,26.625,"(115,215]"
LEBL,100NM,H,25R,NA,524,25.203333333333333,23.802500000000002,24.824166666666667,24.313333333333333,"(215,255]"
LEBL,100NM,H,25R,NA,4063,23.340000000000003,21.9,23,22.45,"(255,330]"
LEBL,100NM,H,25R,NA,147,21.066666666666666,19.43,20.68333333333333,20.056666666666665,"(330,360]"
LEBL,100NM,LJ,02,NA,6,25.266666666666666,24.566666666666666,25.03333333333333,24.799999999999997,"(0,35]"
LEBL,100NM,LJ,02,NA,10,25.053333333333335,24.744999999999997,24.910833333333333,24.827916666666667,"(35,80]"
LEBL,100NM,LJ,02,NA,3,24.906666666666666,23.851666666666667,24.555,24.203333333333333,"(80,115]"
LEBL,100NM,LJ,02,NA,9,22.696666666666665,20.666666666666664,22.243333333333332,21.455,"(115,215]"
LEBL,100NM,LJ,02,NA,7,20.470000000000002,19.918333333333333,20.288333333333334,20.10333333333333,"(215,255]"
LEBL,100NM,LJ,02,NA,14,22.08,21.859166666666667,21.995,21.927083333333336,"(255,330]"
LEBL,100NM,LJ,02,NA,8,24.93,24.075,24.276666666666667,24.175833333333333,"(330,360]"
LEBL,100NM,LJ,07L,NA,25,27.36,25.456666666666667,27.173333333333332,26.314999999999998,"(0,35]"
LEBL,100NM,LJ,07L,NA,50,28.36,26.575833333333335,27.8925,27.234166666666667,"(35,80]"
LEBL,100NM,LJ,07L,NA,14,26.733333333333334,25.40583333333333,26.4225,25.914166666666667,"(80,115]"
LEBL,100NM,LJ,07L,NA,36,24.066666666666666,22.35,23.483333333333334,22.916666666666668,"(115,215]"
LEBL,100NM,LJ,07L,NA,17,22.14666666666667,20.78,21.546666666666667,21.163333333333334,"(215,255]"
LEBL,100NM,LJ,07L,NA,29,23.523333333333333,21.299999999999997,23.35333333333333,22.326666666666664,"(255,330]"
LEBL,100NM,LJ,07L,NA,25,26.296666666666667,25.643333333333334,26.09,25.866666666666667,"(330,360]"
LEBL,100NM,LJ,25L,NA,1,28.033333333333335,28.033333333333335,28.033333333333335,28.033333333333335,"(35,80]"
LEBL,100NM,LJ,25L,NA,3,28.416666666666664,26.566666666666666,27.8,27.183333333333334,"(115,215]"
LEBL,100NM,LJ,25L,NA,3,29.29,29.035,29.205,29.119999999999997,"(255,330]"
LEBL,100NM,LJ,25R,NA,126,21.966666666666665,20.40416666666667,21.816666666666666,21.110416666666666,"(0,35]"
LEBL,100NM,LJ,25R,NA,276,22.433333333333334,20.508333333333333,21.983333333333334,21.245833333333334,"(35,80]"
LEBL,100NM,LJ,25R,NA,31,22.866666666666667,21.5,22.083333333333336,21.791666666666668,"(80,115]"
LEBL,100NM,LJ,25R,NA,135,26.900000000000002,23.88,25.544999999999998,24.7125,"(115,215]"
LEBL,100NM,LJ,25R,NA,43,26.83,24.945,26.286666666666665,25.615833333333335,"(215,255]"
LEBL,100NM,LJ,25R,NA,107,25.186666666666667,23.096666666666668,24.795,23.945833333333333,"(255,330]"
LEBL,100NM,LJ,25R,NA,109,22.85333333333333,21.576666666666668,22.52,22.048333333333332,"(330,360]"
LEBL,100NM,LT,02,NA,3,30.72,30.68,30.706666666666667,30.693333333333335,"(0,35]"
LEBL,100NM,LT,02,NA,2,32.24333333333333,32.01083333333334,32.16583333333334,32.08833333333334,"(35,80]"
LEBL,100NM,LT,02,NA,1,33.7,33.7,33.7,33.7,"(80,115]"
LEBL,100NM,LT,02,NA,1,28.25,28.25,28.25,28.25,"(330,360]"
LEBL,100NM,LT,07L,NA,4,31.939999999999998,31.197499999999998,31.692500000000003,31.445,"(0,35]"
LEBL,100NM,LT,07L,NA,8,29.759999999999998,29.360833333333332,29.590833333333332,29.475833333333334,"(35,80]"
LEBL,100NM,LT,07L,NA,1,38.083333333333336,38.083333333333336,38.083333333333336,38.083333333333336,"(80,115]"
LEBL,100NM,LT,07L,NA,1,32.166666666666664,32.166666666666664,32.166666666666664,32.166666666666664,"(115,215]"
LEBL,100NM,LT,07L,NA,1,28.983333333333334,28.983333333333334,28.983333333333334,28.983333333333334,"(215,255]"
LEBL,100NM,LT,07L,NA,3,27.023333333333333,26.643333333333334,26.896666666666665,26.77,"(255,330]"
LEBL,100NM,LT,07L,NA,6,31.766666666666666,29.354166666666668,30.9625,30.15833333333333,"(330,360]"
LEBL,100NM,LT,25R,NA,21,24.95,23.85,24.933333333333334,24.391666666666666,"(0,35]"
LEBL,100NM,LT,25R,NA,31,23.833333333333332,22.516666666666666,23.358333333333334,22.9375,"(35,80]"
LEBL,100NM,LT,25R,NA,2,27.63666666666667,27.23416666666667,27.5025,27.368333333333336,"(80,115]"
LEBL,100NM,LT,25R,NA,7,30.516666666666666,27.48,30.039999999999996,28.759999999999998,"(115,215]"
LEBL,100NM,LT,25R,NA,7,30.433333333333334,30.243333333333336,30.263333333333332,30.253333333333334,"(215,255]"
LEBL,100NM,LT,25R,NA,10,26.65,25.9525,26.5,26.22625,"(255,330]"
LEBL,100NM,LT,25R,NA,10,25.963333333333335,23.015833333333333,25.805833333333332,24.410833333333333,"(330,360]"
LEBL,100NM,MJ,02,NA,3360,24.566666666666666,22.8,24.116666666666667,23.458333333333336,"(0,35]"
LEBL,100NM,MJ,02,NA,4287,24.216666666666665,22.205,23.666666666666668,22.935833333333335,"(35,80]"
LEBL,100NM,MJ,02,NA,1949,21.9,20.383333333333333,21.566666666666666,20.975,"(80,115]"
LEBL,100NM,MJ,02,NA,1963,20.866666666666667,19.266666666666666,20.466666666666665,19.866666666666667,"(115,215]"
LEBL,100NM,MJ,02,NA,2069,19.6,18.523333333333333,19.283333333333335,18.903333333333336,"(215,255]"
LEBL,100NM,MJ,02,NA,2687,21.133333333333333,19.6,20.75,20.175,"(255,330]"
LEBL,100NM,MJ,02,NA,2185,23.916666666666668,22.05,23.466666666666665,22.758333333333333,"(330,360]"
LEBL,100NM,MJ,07L,NA,4150,25.933333333333334,24.083333333333332,25.433333333333334,24.758333333333333,"(0,35]"
LEBL,100NM,MJ,07L,NA,6611,26.9,25.116666666666667,26.483333333333334,25.8,"(35,80]"
LEBL,100NM,MJ,07L,NA,2060,26.663333333333334,24.716666666666665,26.214166666666667,25.465416666666666,"(80,115]"
LEBL,100NM,MJ,07L,NA,2583,22.883333333333333,20.835,22.433333333333334,21.634166666666665,"(115,215]"
LEBL,100NM,MJ,07L,NA,2338,20.833333333333332,19.164166666666667,20.316666666666666,19.74041666666667,"(215,255]"
LEBL,100NM,MJ,07L,NA,3694,21.366666666666667,19.5,20.85,20.175,"(255,330]"
LEBL,100NM,MJ,07L,NA,3414,24.833333333333332,23.233333333333334,24.416666666666668,23.825000000000003,"(330,360]"
LEBL,100NM,MJ,25L,NA,594,21.11,19.715833333333332,20.649166666666666,20.182499999999997,"(0,35]"
LEBL,100NM,MJ,25L,NA,707,21.586666666666666,20.026666666666667,21.131666666666664,20.579166666666666,"(35,80]"
LEBL,100NM,MJ,25L,NA,292,21.253333333333334,19.929166666666667,20.955,20.442083333333333,"(80,115]"
LEBL,100NM,MJ,25L,NA,338,24.263333333333335,21.730000000000004,23.751666666666665,22.740833333333335,"(115,215]"
LEBL,100NM,MJ,25L,NA,340,23.3,21.514999999999997,22.9425,22.228749999999998,"(215,255]"
LEBL,100NM,MJ,25L,NA,482,23.423333333333332,21.76833333333333,23.05,22.409166666666664,"(255,330]"
LEBL,100NM,MJ,25L,NA,361,21.516666666666666,19.533333333333335,21.083333333333332,20.308333333333334,"(330,360]"
LEBL,100NM,MJ,25R,NA,18131,20.9,19.583333333333332,20.55,20.066666666666666,"(0,35]"
LEBL,100NM,MJ,25R,NA,27402,20.816666666666666,19.316666666666666,20.4,19.858333333333334,"(35,80]"
LEBL,100NM,MJ,25R,NA,8724,21.45,20.25,21.1575,20.70375,"(80,115]"
LEBL,100NM,MJ,25R,NA,11295,24.016666666666666,22.2,23.533333333333335,22.866666666666667,"(115,215]"
LEBL,100NM,MJ,25R,NA,9635,25.35,23.716666666666665,24.916666666666668,24.316666666666666,"(215,255]"
LEBL,100NM,MJ,25R,NA,18077,23.433333333333334,21.966666666666665,23.05,22.508333333333333,"(255,330]"
LEBL,100NM,MJ,25R,NA,14055,21.316666666666666,19.811666666666667,20.9,20.355833333333333,"(330,360]"
LEBL,100NM,MT,02,NA,6,28.833333333333332,28.445833333333333,28.704166666666666,28.575,"(35,80]"
LEBL,100NM,MT,02,NA,7,29.51666666666667,28.925000000000004,29.075,29,"(80,115]"
LEBL,100NM,MT,02,NA,52,25.60666666666667,24.465,25.22416666666667,24.844583333333333,"(115,215]"
LEBL,100NM,MT,02,NA,7,27.08,23.566666666666666,26.566666666666663,25.066666666666663,"(215,255]"
LEBL,100NM,MT,02,NA,10,24.443333333333335,23.494166666666665,24.203333333333333,23.84875,"(255,330]"
LEBL,100NM,MT,07L,NA,18,29.883333333333333,29.023333333333333,29.678333333333335,29.350833333333334,"(0,35]"
LEBL,100NM,MT,07L,NA,59,29.513333333333335,28.175,29.251666666666665,28.71333333333333,"(35,80]"
LEBL,100NM,MT,07L,NA,70,29.176666666666666,27.555833333333332,28.775,28.165416666666665,"(115,215]"
LEBL,100NM,MT,07L,NA,15,24.506666666666664,23.46,24.238333333333333,23.84916666666667,"(215,255]"
LEBL,100NM,MT,07L,NA,2,30.17,29.8175,30.0525,29.935,"(330,360]"
LEBL,100NM,MT,25L,NA,1,30.45,30.45,30.45,30.45,"(80,115]"
LEBL,100NM,MT,25L,NA,6,29.483333333333334,28.708333333333332,29.225,28.96666666666667,"(115,215]"
LEBL,100NM,MT,25L,NA,2,34.263333333333335,33.56583333333334,34.030833333333334,33.79833333333333,"(215,255]"
LEBL,100NM,MT,25R,NA,58,23.583333333333336,21.82333333333333,22.969166666666666,22.39625,"(0,35]"
LEBL,100NM,MT,25R,NA,224,23.67666666666667,21.869166666666665,23.255833333333335,22.5625,"(35,80]"
LEBL,100NM,MT,25R,NA,3,28.310000000000002,26.715,27.778333333333336,27.24666666666667,"(80,115]"
LEBL,100NM,MT,25R,NA,352,29.659999999999997,27.005,28.844166666666666,27.92458333333333,"(115,215]"
LEBL,100NM,MT,25R,NA,68,31.706666666666667,30.277500000000003,31.313333333333336,30.795416666666668,"(215,255]"
LEBL,100NM,MT,25R,NA,7,30.616666666666667,30.343333333333334,30.463333333333335,30.403333333333336,"(255,330]"
LEBL,100NM,MT,25R,NA,1,28.283333333333335,28.283333333333335,28.283333333333335,28.283333333333335,"(330,360]"
LEBL,100NM,ZZ,02,NA,1,25.65,25.65,25.65,25.65,"(35,80]"
LEBL,100NM,ZZ,25R,NA,1,19.6,19.6,19.6,19.6,"(35,80]"
LEMD,40NM,H,18L,"(0,20]",18,10.973333333333333,10.504166666666668,10.768333333333334,10.63625,NA
LEMD,40NM,H,18L,"(20,50]",792,12.020000000000001,11.316666666666666,11.816666666666666,11.566666666666666,NA
LEMD,40NM,H,18L,"(50,95]",1432,15.216666666666667,14.009166666666667,14.916666666666666,14.462916666666667,NA
LEMD,40NM,H,18L,"(95,150]",7,16.240000000000002,15.901666666666667,16.07166666666667,15.986666666666668,NA
LEMD,40NM,H,18L,"(200,260]",305,16.46333333333333,15.113333333333333,15.923333333333332,15.518333333333333,NA
LEMD,40NM,H,18L,"(260,330]",496,12.166666666666666,10.974999999999998,11.787500000000001,11.38125,NA
LEMD,40NM,H,18L,"(330,360]",244,10.6,10.040833333333332,10.490833333333333,10.265833333333333,NA
LEMD,40NM,H,18R,"(20,50]",17,13.036666666666667,12.626666666666667,13.013333333333332,12.82,NA
LEMD,40NM,H,18R,"(50,95]",31,15.916666666666666,15.1,15.75,15.425,NA
LEMD,40NM,H,18R,"(95,150]",1,47.03333333333333,47.03333333333333,47.03333333333333,47.03333333333333,NA
LEMD,40NM,H,18R,"(200,260]",878,18.35,16.978333333333335,17.925833333333333,17.452083333333334,NA
LEMD,40NM,H,18R,"(260,330]",2106,12.05,11.333333333333334,11.883333333333333,11.608333333333334,NA
LEMD,40NM,H,18R,"(330,360]",1255,10.883333333333333,10.378333333333334,10.735,10.556666666666667,NA
LEMD,40NM,H,32L,"(20,50]",1,35.06666666666667,35.06666666666667,35.06666666666667,35.06666666666667,NA
LEMD,40NM,H,32L,"(50,95]",303,12.6,11.768333333333334,12.371666666666666,12.07,NA
LEMD,40NM,H,32L,"(95,150]",494,11.366666666666667,10.710833333333333,11.216666666666667,10.963750000000001,NA
LEMD,40NM,H,32L,"(150,200]",114,12.433333333333334,11.815,12.1825,11.99875,NA
LEMD,40NM,H,32L,"(200,260]",7631,12.583333333333334,11.783333333333333,12.383333333333333,12.083333333333332,NA
LEMD,40NM,H,32L,"(260,330]",6687,15.136666666666667,13.9,14.816666666666666,14.358333333333334,NA
LEMD,40NM,H,32L,"(330,360]",7,18.78333333333333,15.398333333333333,18.22833333333333,16.813333333333333,NA
LEMD,40NM,H,32R,"(20,50]",13,13.57,12.786666666666667,13.459999999999999,13.123333333333333,NA
LEMD,40NM,H,32R,"(50,95]",2411,12.683333333333334,11.9,12.483333333333333,12.191666666666666,NA
LEMD,40NM,H,32R,"(95,150]",3569,11.366666666666667,10.75,11.216666666666667,10.983333333333334,NA
LEMD,40NM,H,32R,"(150,200]",86,11.333333333333334,10.6875,11.116666666666667,10.902083333333334,NA
LEMD,40NM,H,32R,"(200,260]",3625,12.2,11.45,12,11.725,NA
LEMD,40NM,H,32R,"(260,330]",1210,14.763333333333334,13.7575,14.533333333333333,14.145416666666666,NA
LEMD,40NM,H,32R,"(330,360]",8,15.383333333333336,14.1625,14.741666666666665,14.452083333333333,NA
LEMD,40NM,LJ,18L,"(0,20]",1,13.166666666666666,13.166666666666666,13.166666666666666,13.166666666666666,NA
LEMD,40NM,LJ,18L,"(20,50]",48,12.556666666666667,11.939166666666667,12.452499999999999,12.195833333333333,NA
LEMD,40NM,LJ,18L,"(50,95]",139,15.1,14.253333333333334,14.928333333333333,14.590833333333332,NA
LEMD,40NM,LJ,18L,"(200,260]",3,17.21333333333333,16.028333333333332,16.81833333333333,16.423333333333332,NA
LEMD,40NM,LJ,18L,"(260,330]",4,12.773333333333333,12.668333333333333,12.738333333333333,12.703333333333333,NA
LEMD,40NM,LJ,18L,"(330,360]",5,10.879999999999999,9.27,10.343333333333334,9.806666666666667,NA
LEMD,40NM,LJ,18R,"(20,50]",2,15.129999999999999,14.545,14.935,14.74,NA
LEMD,40NM,LJ,18R,"(50,95]",3,18.16,17.765,18.028333333333332,17.89666666666667,NA
LEMD,40NM,LJ,18R,"(200,260]",35,19.296666666666667,17.711666666666666,18.908333333333335,18.310000000000002,NA
LEMD,40NM,LJ,18R,"(260,330]",32,12.276666666666666,11.389166666666666,11.991666666666667,11.690416666666668,NA
LEMD,40NM,LJ,18R,"(330,360]",27,10.886666666666667,10.704999999999998,10.716666666666667,10.710833333333333,NA
LEMD,40NM,LJ,32L,"(50,95]",24,12.579999999999998,12.06,12.408333333333333,12.234166666666667,NA
LEMD,40NM,LJ,32L,"(95,150]",30,11.536666666666665,10.5875,11.351666666666667,10.969583333333333,NA
LEMD,40NM,LJ,32L,"(150,200]",34,11.436666666666666,10.885833333333334,11.248333333333333,11.067083333333333,NA
LEMD,40NM,LJ,32L,"(200,260]",105,12.763333333333335,11.989999999999998,12.440000000000001,12.215,NA
LEMD,40NM,LJ,32L,"(260,330]",121,16.266666666666666,14.683333333333334,15.933333333333334,15.308333333333334,NA
LEMD,40NM,LJ,32R,"(20,50]",2,14.406666666666666,14.026666666666667,14.28,14.153333333333332,NA
LEMD,40NM,LJ,32R,"(50,95]",195,12.813333333333333,11.968333333333334,12.683333333333334,12.325833333333334,NA
LEMD,40NM,LJ,32R,"(95,150]",223,11.39,10.651666666666667,11.221666666666666,10.936666666666667,NA
LEMD,40NM,LJ,32R,"(150,200]",4,11.143333333333334,10.723333333333334,11.003333333333334,10.863333333333333,NA
LEMD,40NM,LJ,32R,"(200,260]",7,13.376666666666667,11.663333333333334,13.023333333333333,12.343333333333334,NA
LEMD,40NM,LJ,32R,"(260,330]",9,16.843333333333334,16.133333333333333,16.503333333333334,16.318333333333335,NA
LEMD,40NM,LJ,32R,"(330,360]",1,16.216666666666665,16.216666666666665,16.216666666666665,16.216666666666665,NA
LEMD,40NM,LT,18L,"(20,50]",9,11.476666666666667,11.076666666666666,11.336666666666668,11.206666666666667,NA
LEMD,40NM,LT,18L,"(50,95]",11,15.533333333333333,15.4,15.5,15.45,NA
LEMD,40NM,LT,18L,"(200,260]",2,20.816666666666666,18.02916666666667,19.8875,18.958333333333336,NA
LEMD,40NM,LT,18L,"(330,360]",4,11.430000000000001,11.332500000000001,11.3975,11.365000000000002,NA
LEMD,40NM,LT,18R,"(50,95]",1,18.15,18.15,18.15,18.15,NA
LEMD,40NM,LT,18R,"(200,260]",5,19.71,17.59,19.003333333333334,18.296666666666667,NA
LEMD,40NM,LT,18R,"(260,330]",7,12.126666666666669,11.548333333333334,11.978333333333333,11.763333333333334,NA
LEMD,40NM,LT,18R,"(330,360]",16,10.933333333333334,10.508333333333335,10.758333333333333,10.633333333333333,NA
LEMD,40NM,LT,32L,"(50,95]",8,12.613333333333333,12.032499999999999,12.455833333333334,12.244166666666667,NA
LEMD,40NM,LT,32L,"(95,150]",4,11.836666666666666,11.146666666666665,11.606666666666666,11.376666666666665,NA
LEMD,40NM,LT,32L,"(150,200]",3,12.28,12.194999999999999,12.251666666666665,12.223333333333333,NA
LEMD,40NM,LT,32L,"(200,260]",10,12.676666666666668,11.761666666666667,12.399166666666666,12.080416666666666,NA
LEMD,40NM,LT,32L,"(260,330]",27,17.419999999999998,16.645000000000003,16.919999999999998,16.7825,NA
LEMD,40NM,LT,32R,"(50,95]",14,13.483333333333334,13.054166666666667,13.415833333333333,13.235,NA
LEMD,40NM,LT,32R,"(95,150]",25,11.763333333333335,11.443333333333333,11.723333333333333,11.583333333333332,NA
LEMD,40NM,LT,32R,"(200,260]",1,12.85,12.85,12.85,12.85,NA
LEMD,40NM,LT,32R,"(260,330]",1,19.966666666666665,19.966666666666665,19.966666666666665,19.966666666666665,NA
LEMD,40NM,MJ,18L,"(0,20]",105,10.896666666666667,10.350000000000001,10.726666666666667,10.538333333333334,NA
LEMD,40NM,MJ,18L,"(20,50]",9020,11.883333333333333,11.1,11.680833333333332,11.390416666666667,NA
LEMD,40NM,MJ,18L,"(50,95]",16244,14.816666666666666,13.7025,14.516666666666667,14.109583333333333,NA
LEMD,40NM,MJ,18L,"(95,150]",46,16.383333333333333,15.6375,16.095833333333335,15.866666666666667,NA
LEMD,40NM,MJ,18L,"(150,200]",1,13.45,13.45,13.45,13.45,NA
LEMD,40NM,MJ,18L,"(200,260]",872,16.85,15.0925,16.45,15.771249999999998,NA
LEMD,40NM,MJ,18L,"(260,330]",635,12.066666666666666,11.24,11.866666666666667,11.553333333333335,NA
LEMD,40NM,MJ,18L,"(330,360]",813,10.45,9.85,10.316666666666666,10.083333333333332,NA
LEMD,40NM,MJ,18R,"(0,20]",34,11.05,10.434166666666666,10.829166666666667,10.631666666666668,NA
LEMD,40NM,MJ,18R,"(20,50]",302,12.236666666666666,11.200833333333334,11.938333333333333,11.569583333333334,NA
LEMD,40NM,MJ,18R,"(50,95]",477,14.92,13.546666666666667,14.533333333333333,14.04,NA
LEMD,40NM,MJ,18R,"(95,150]",2,44.92,44.6675,44.83583333333334,44.751666666666665,NA
LEMD,40NM,MJ,18R,"(150,200]",3,25.00333333333333,23.66333333333333,24.556666666666665,24.11,NA
LEMD,40NM,MJ,18R,"(200,260]",4116,18.15,16.745833333333334,17.770833333333332,17.258333333333333,NA
LEMD,40NM,MJ,18R,"(260,330]",6394,11.833333333333334,11.2,11.666666666666666,11.433333333333334,NA
LEMD,40NM,MJ,18R,"(330,360]",5633,10.683333333333334,10.15,10.55,10.350000000000001,NA
LEMD,40NM,MJ,32L,"(0,20]",3,17.509999999999998,14.665000000000001,16.561666666666667,15.613333333333333,NA
LEMD,40NM,MJ,32L,"(20,50]",25,14.936666666666667,13.246666666666666,14.356666666666666,13.801666666666666,NA
LEMD,40NM,MJ,32L,"(50,95]",4145,12.6,11.683333333333334,12.366666666666667,12.025,NA
LEMD,40NM,MJ,32L,"(95,150]",4787,11.233333333333333,10.483333333333333,11.066666666666666,10.774999999999999,NA
LEMD,40NM,MJ,32L,"(150,200]",1780,11.25,10.583333333333334,11.1,10.841666666666667,NA
LEMD,40NM,MJ,32L,"(200,260]",20159,12.333333333333334,11.433333333333334,12.083333333333334,11.758333333333333,NA
LEMD,40NM,MJ,32L,"(260,330]",22494,16.366666666666667,14.583333333333334,15.916666666666666,15.25,NA
LEMD,40NM,MJ,32L,"(330,360]",78,15.95,15.021666666666667,15.775833333333335,15.39875,NA
LEMD,40NM,MJ,32R,"(0,20]",1,13.416666666666666,13.416666666666666,13.416666666666666,13.416666666666666,NA
LEMD,40NM,MJ,32R,"(20,50]",91,14.066666666666666,12.933333333333334,13.7,13.316666666666666,NA
LEMD,40NM,MJ,32R,"(50,95]",27390,12.6,11.816666666666666,12.4,12.108333333333334,NA
LEMD,40NM,MJ,32R,"(95,150]",32854,11.083333333333334,10.433333333333334,10.933333333333334,10.683333333333334,NA
