APT,PHASE,DATE,MVTS,ADD_TIME,AVG_ADD_TIME
SBGL,TXIT,2019-12-05,132,337.48,2.5566666666666666
SBRJ,TXIT,2019-12-05,135,196.91000000000008,1.458592592592593
SBCT,TXIT,2019-12-05,103,132.81,1.2894174757281553
SBSV,TXIT,2019-12-05,89,167.52,1.8822471910112362
SBPA,TXIT,2019-12-05,104,188.26999999999995,1.8102884615384611
SBGL,TXIT,2019-12-06,132,510.09000000000003,3.864318181818182
SBSP,TXIT,2019-12-06,269,477.4299999999998,1.774832713754646
SBCF,TXIT,2019-12-06,157,328.8100000000002,2.094331210191084
SBBR,TXIT,2019-12-06,185,527.2400000000001,2.8499459459459464
SBGR,TXIT,2019-12-06,415,1277.2399999999993,3.07768674698795
SBKP,TXIT,2019-12-06,158,321.4200000000001,2.034303797468355
SBRJ,TXIT,2019-12-06,156,340.02999999999986,2.1796794871794862
SBCT,TXIT,2019-12-06,104,83.59,0.8037500000000001
SBPA,TXIT,2019-12-06,108,188.89000000000001,1.7489814814814817
SBSV,TXIT,2019-12-06,87,131.39999999999998,1.5103448275862066
SBGR,TXIT,2019-12-07,395,1273.740000000001,3.2246582278481037
SBGL,TXIT,2019-12-07,122,309.41999999999996,2.5362295081967208
SBSP,TXIT,2019-12-07,214,315.66999999999996,1.475093457943925
SBRJ,TXIT,2019-12-07,129,200.63999999999996,1.555348837209302
SBCF,TXIT,2019-12-07,130,206.71000000000006,1.5900769230769236
SBKP,TXIT,2019-12-07,136,260.2200000000001,1.913382352941177
SBCT,TXIT,2019-12-07,75,84.72999999999999,1.1297333333333333
SBBR,TXIT,2019-12-07,152,262.20000000000005,1.7250000000000003
SBSV,TXIT,2019-12-07,87,164.49,1.890689655172414
SBPA,TXIT,2019-12-07,83,102.35000000000002,1.2331325301204823
SBGR,TXIT,2019-12-08,361,1107.8299999999997,3.068781163434902
SBGL,TXIT,2019-12-08,114,443.87000000000006,3.8935964912280707
SBRJ,TXIT,2019-12-08,119,134.42999999999998,1.1296638655462183
SBCF,TXIT,2019-12-08,119,125.21000000000002,1.05218487394958
SBKP,TXIT,2019-12-08,112,272.98,2.437321428571429
SBSP,TXIT,2019-12-08,195,201.33999999999992,1.03251282051282
SBBR,TXIT,2019-12-08,134,288.6,2.153731343283582
SBCT,TXIT,2019-12-08,68,86.24,1.268235294117647
SBPA,TXIT,2019-12-08,82,112.97000000000004,1.3776829268292687
SBSV,TXIT,2019-12-08,72,163.54000000000002,2.271388888888889
SBGR,TXIT,2019-12-09,394,1462.0699999999997,3.710837563451776
SBKP,TXIT,2019-12-09,148,303.82,2.0528378378378376
SBRJ,TXIT,2019-12-09,153,200.63000000000008,1.3113071895424842
SBGL,TXIT,2019-12-09,128,363.71,2.841484375
SBCF,TXIT,2019-12-09,141,160.54,1.138581560283688
SBBR,TXIT,2019-12-09,178,313.26,1.7598876404494381
SBSP,TXIT,2019-12-09,277,521.8000000000002,1.8837545126353796
SBSV,TXIT,2019-12-09,88,122.87000000000005,1.3962500000000004
SBCT,TXIT,2019-12-09,99,117.46000000000002,1.1864646464646467
SBPA,TXIT,2019-12-09,106,181.20999999999998,1.7095283018867922
SBBR,TXIT,2019-12-10,183,316.92,1.7318032786885247
SBGR,TXIT,2019-12-10,392,1512.9500000000014,3.859566326530616
SBCF,TXIT,2019-12-10,142,218.93000000000006,1.5417605633802822
SBSP,TXIT,2019-12-10,250,725.18,2.9007199999999997
SBKP,TXIT,2019-12-10,151,316.74,2.0976158940397354
SBRJ,TXIT,2019-12-10,138,255.44,1.8510144927536232
SBGL,TXIT,2019-12-10,121,288.7699999999999,2.386528925619834
SBSV,TXIT,2019-12-10,86,151.13000000000002,1.7573255813953492
SBPA,TXIT,2019-12-10,100,122.17999999999999,1.2218
SBCT,TXIT,2019-12-10,105,97.78999999999998,0.9313333333333331
SBGL,TXIT,2019-12-11,146,383.2999999999998,2.6253424657534232
SBGR,TXIT,2019-12-11,383,1180.8800000000006,3.0832375979112285
SBBR,TXIT,2019-12-11,176,345.4100000000001,1.9625568181818187
SBCF,TXIT,2019-12-11,129,166.76000000000002,1.2927131782945738
SBKP,TXIT,2019-12-11,156,432.43,2.7719871794871795
SBPA,TXIT,2019-12-11,99,162.32999999999996,1.6396969696969692
SBCT,TXIT,2019-12-11,105,126.36000000000001,1.2034285714285715
SBSP,TXIT,2019-12-11,244,578.0699999999996,2.3691393442622934
SBSV,TXIT,2019-12-11,86,138.96000000000004,1.6158139534883724
SBRJ,TXIT,2019-12-11,150,254.72000000000008,1.698133333333334
SBGR,TXIT,2019-12-12,421,1961.1000000000001,4.658194774346794
SBGL,TXIT,2019-12-12,125,341.56,2.73248
SBKP,TXIT,2019-12-12,148,338.41999999999996,2.2866216216216215
SBRJ,TXIT,2019-12-12,151,245.62,1.6266225165562915
SBCF,TXIT,2019-12-12,138,214.68000000000006,1.555652173913044
SBPA,TXIT,2019-12-12,110,151.11,1.373727272727273
SBBR,TXIT,2019-12-12,177,343.25999999999993,1.9393220338983048
SBCT,TXIT,2019-12-12,102,144.84000000000003,1.4200000000000004
SBSV,TXIT,2019-12-12,91,130.91000000000003,1.4385714285714288
SBSP,TXIT,2019-12-12,274,421.1600000000002,1.5370802919708035
SBBR,TXIT,2019-12-13,176,245,1.3920454545454546
SBGR,TXIT,2019-12-13,410,1706.2099999999998,4.161487804878048
SBCT,TXIT,2019-12-13,100,114.3,1.143
SBRJ,TXIT,2019-12-13,136,187.82000000000005,1.3810294117647062
SBKP,TXIT,2019-12-13,150,300.10999999999996,2.0007333333333333
SBCF,TXIT,2019-12-13,142,162.90000000000006,1.1471830985915497
SBSP,TXIT,2019-12-13,270,460.33999999999986,1.7049629629629623
SBGL,TXIT,2019-12-13,141,472.14,3.3485106382978724
SBPA,TXIT,2019-12-13,109,174.73000000000016,1.6030275229357813
SBSV,TXIT,2019-12-13,86,129.11999999999998,1.501395348837209
SBGR,TXIT,2019-12-14,391,1250.529999999999,3.1982864450127853
SBBR,TXIT,2019-12-14,157,215.75000000000009,1.3742038216560515
SBGL,TXIT,2019-12-14,137,453.44999999999993,3.30985401459854
SBKP,TXIT,2019-12-14,141,278.3000000000001,1.9737588652482279
SBSP,TXIT,2019-12-14,216,264.72999999999996,1.2256018518518517
SBCF,TXIT,2019-12-14,134,354.45,2.645149253731343
SBRJ,TXIT,2019-12-14,130,183.75000000000003,1.4134615384615388
SBCT,TXIT,2019-12-14,82,67.96999999999998,0.8289024390243901
SBSV,TXIT,2019-12-14,86,124.92999999999998,1.452674418604651
SBPA,TXIT,2019-12-14,80,186.00999999999996,2.3251249999999994
SBGR,TXIT,2019-12-15,369,1088.2899999999997,2.9492953929539287
SBCF,TXIT,2019-12-15,120,126.02999999999997,1.0502499999999997
SBKP,TXIT,2019-12-15,115,295.3299999999999,2.5680869565217384
SBBR,TXIT,2019-12-15,145,350.94000000000005,2.4202758620689657
SBRJ,TXIT,2019-12-15,123,142.51000000000002,1.1586178861788619
SBSP,TXIT,2019-12-15,204,214.27,1.050343137254902
SBCT,TXIT,2019-12-15,66,87.91,1.331969696969697
SBPA,TXIT,2019-12-15,95,212.86999999999998,2.240736842105263
SBSV,TXIT,2019-12-15,78,90.95000000000002,1.1660256410256413
SBGL,TXIT,2019-12-15,118,430.27000000000004,3.6463559322033903
SBGR,TXIT,2019-12-16,409,1428.7899999999993,3.4933740831295825
SBKP,TXIT,2019-12-16,148,318.9199999999999,2.154864864864864
SBCF,TXIT,2019-12-16,138,208.31000000000003,1.5094927536231886
SBRJ,TXIT,2019-12-16,155,173.17,1.1172258064516127
SBSP,TXIT,2019-12-16,273,384.6299999999999,1.4089010989010984
SBCF,TXIT,2019-11-01,142,210.17999999999998,1.4801408450704223
SBCT,TXIT,2019-11-01,97,132.02,1.3610309278350516
SBGL,TXIT,2019-10-31,111,820.7799999999999,7.394414414414413
SBGR,TXIT,2019-11-01,363,1300.8500000000001,3.583608815426998
SBSP,TXIT,2019-11-01,274,532.8800000000002,1.944817518248176
SBKP,TXIT,2019-11-01,164,278.42,1.6976829268292684
SBBR,TXIT,2019-11-01,182,457.99999999999966,2.5164835164835146
SBRJ,TXIT,2019-11-01,149,217.45000000000002,1.4593959731543624
SBGL,TXIT,2019-11-01,111,427.52,3.8515315315315313
SBPA,TXIT,2019-11-01,96,133.84000000000003,1.394166666666667
SBSV,TXIT,2019-11-01,84,160.92000000000004,1.9157142857142861
SBGR,TXIT,2019-11-02,345,912.4399999999996,2.6447536231884046
SBKP,TXIT,2019-11-02,157,356.7800000000001,2.2724840764331216
SBSP,TXIT,2019-11-02,202,384.3799999999999,1.9028712871287123
SBSV,TXIT,2019-11-02,79,147.74,1.8701265822784812
SBRJ,TXIT,2019-11-02,110,145.67,1.3242727272727273
SBGL,TXIT,2019-11-02,109,319.7600000000002,2.933577981651378
SBCF,TXIT,2019-11-02,126,143.30000000000007,1.137301587301588
SBCT,TXIT,2019-11-02,70,89.81000000000002,1.2830000000000001
SBBR,TXIT,2019-11-02,143,231.39,1.618111888111888
SBPA,TXIT,2019-11-02,77,116.74000000000001,1.5161038961038962
SBGR,TXIT,2019-11-03,313,953.0000000000003,3.0447284345047936
SBKP,TXIT,2019-11-03,112,218.89999999999998,1.9544642857142855
SBBR,TXIT,2019-11-03,137,271.17,1.9793430656934308
SBRJ,TXIT,2019-11-03,113,106.28999999999995,0.9406194690265482
SBCF,TXIT,2019-11-03,117,153.19999999999996,1.309401709401709
SBSP,TXIT,2019-11-03,197,224.11000000000007,1.1376142131979698
SBGL,TXIT,2019-11-03,100,391.19,3.9119
SBPA,TXIT,2019-11-03,83,101.69000000000004,1.2251807228915668
SBSV,TXIT,2019-11-03,72,93.57,1.2995833333333333
SBCT,TXIT,2019-11-03,59,107.27999999999999,1.8183050847457625
SBGR,TXIT,2019-11-04,363,1184.01,3.2617355371900825
SBGL,TXIT,2019-11-04,110,495.7800000000001,4.50709090909091
SBRJ,TXIT,2019-11-04,146,158.04999999999995,1.0825342465753423
SBSV,TXIT,2019-11-04,80,81.06999999999998,1.0133749999999997
SBBR,TXIT,2019-11-04,182,438.45000000000005,2.4090659340659344
SBCF,TXIT,2019-11-04,142,195.73000000000008,1.3783802816901414
SBSP,TXIT,2019-11-04,275,551.8099999999997,2.006581818181817
SBKP,TXIT,2019-11-04,157,378.1400000000001,2.4085350318471344
SBCT,TXIT,2019-11-04,97,106.95,1.102577319587629
SBPA,TXIT,2019-11-04,98,129.20999999999998,1.318469387755102
SBGR,TXIT,2019-11-05,348,1108.8399999999995,3.1863218390804584
SBKP,TXIT,2019-11-05,157,435.68,2.775031847133758
SBGL,TXIT,2019-11-05,119,403.10000000000014,3.3873949579831946
SBBR,TXIT,2019-11-05,178,249.86999999999978,1.403764044943819
SBRJ,TXIT,2019-11-05,138,235.71000000000012,1.7080434782608704
SBSP,TXIT,2019-11-05,236,406.7100000000001,1.723347457627119
SBCF,TXIT,2019-11-05,141,160.48000000000002,1.1381560283687944
SBCT,TXIT,2019-11-05,97,130.26999999999998,1.3429896907216492
SBPA,TXIT,2019-11-05,97,194.69,2.0071134020618557
SBSV,TXIT,2019-11-05,79,106.30000000000001,1.3455696202531646
SBKP,TXIT,2019-11-06,163,383.86999999999995,2.3550306748466254
SBBR,TXIT,2019-11-06,180,325.6700000000002,1.8092777777777789
SBGR,TXIT,2019-11-06,389,1177.7699999999995,3.0276863753213354
SBGL,TXIT,2019-11-06,123,434.23,3.5303252032520325
SBCF,TXIT,2019-11-06,149,221.55000000000004,1.4869127516778526
SBSP,TXIT,2019-11-06,293,502.2799999999999,1.7142662116040952
SBRJ,TXIT,2019-11-06,140,112.99999999999999,0.807142857142857
SBPA,TXIT,2019-11-06,91,116.54,1.2806593406593407
SBCT,TXIT,2019-11-06,93,101.17999999999996,1.0879569892473115
SBSV,TXIT,2019-11-06,79,114.78000000000002,1.4529113924050634
SBGR,TXIT,2019-11-07,373,1113.1200000000006,2.9842359249329773
SBPA,TXIT,2019-11-07,95,156.1,1.6431578947368422
SBRJ,TXIT,2019-11-07,147,165.76000000000002,1.1276190476190477
SBSP,TXIT,2019-11-07,274,482.5199999999998,1.7610218978102183
SBKP,TXIT,2019-11-07,159,285.3900000000001,1.7949056603773592
SBCF,TXIT,2019-11-07,146,188.89000000000001,1.2937671232876713
SBGL,TXIT,2019-11-07,107,273.90000000000015,2.5598130841121507
SBBR,TXIT,2019-11-07,174,355.07,2.040632183908046
SBCT,TXIT,2019-11-07,98,140.92,1.4379591836734693
SBSV,TXIT,2019-11-07,84,111.39000000000003,1.326071428571429
SBGR,TXIT,2019-11-08,366,1085.8200000000002,2.96672131147541
SBKP,TXIT,2019-11-08,163,333.49999999999994,2.04601226993865
SBBR,TXIT,2019-11-08,184,323.87000000000006,1.7601630434782611
SBGL,TXIT,2019-11-08,113,405.83,3.5914159292035395
SBSP,TXIT,2019-11-08,275,525.9700000000004,1.912618181818183
SBRJ,TXIT,2019-11-08,147,196.37000000000006,1.3358503401360549
SBCF,TXIT,2019-11-08,146,182.09000000000003,1.247191780821918
SBCT,TXIT,2019-11-08,95,82.77000000000004,0.8712631578947373
SBPA,TXIT,2019-11-08,99,166.37,1.6805050505050505
SBSV,TXIT,2019-11-08,77,92.81,1.2053246753246754
SBGR,TXIT,2019-11-09,368,1193.0499999999997,3.241983695652173
SBKP,TXIT,2019-11-09,152,291.90000000000003,1.9203947368421055
SBGL,TXIT,2019-11-09,110,372.16999999999985,3.383363636363635
SBPA,TXIT,2019-11-09,79,66.24999999999997,0.8386075949367086
SBSP,TXIT,2019-11-09,209,376.84999999999997,1.8031100478468898
SBRJ,TXIT,2019-11-09,109,108.74,0.9976146788990825
SBCF,TXIT,2019-11-09,126,160.26999999999998,1.2719841269841268
SBBR,TXIT,2019-11-09,155,272.29,1.756709677419355
SBSV,TXIT,2019-11-09,81,119.31000000000002,1.4729629629629633
SBCT,TXIT,2019-11-09,74,74.02,1.0002702702702702
SBGR,TXIT,2019-11-10,333,1020.6999999999992,3.065165165165163
SBRJ,TXIT,2019-11-10,116,106.67999999999998,0.9196551724137929
SBCF,TXIT,2019-11-10,121,187.30999999999997,1.5480165289256196
SBSP,TXIT,2019-11-10,199,259.89000000000004,1.3059798994974876
SBKP,TXIT,2019-11-10,122,320.95,2.6307377049180327
SBGL,TXIT,2019-11-10,103,478.00000000000017,4.640776699029128
SBPA,TXIT,2019-11-10,82,111.62999999999997,1.3613414634146337
SBSV,TXIT,2019-11-10,75,120.6,1.6079999999999999
SBCT,TXIT,2019-11-10,63,92.83,1.4734920634920634
SBBR,TXIT,2019-11-10,141,300.47999999999996,2.1310638297872337
SBGR,TXIT,2019-11-11,360,1013.55,2.8154166666666667
SBKP,TXIT,2019-11-11,152,241.95999999999995,1.5918421052631575
SBSP,TXIT,2019-11-11,259,380.38000000000017,1.4686486486486492
SBRJ,TXIT,2019-11-11,108,125.03000000000006,1.1576851851851857
SBCF,TXIT,2019-11-11,137,137.64000000000001,1.0046715328467155
SBCT,TXIT,2019-11-11,94,113.80999999999997,1.2107446808510636
SBBR,TXIT,2019-11-11,180,321.3800000000001,1.785444444444445
SBGL,TXIT,2019-11-11,135,631.7999999999997,4.679999999999998
SBSV,TXIT,2019-11-11,81,115.36000000000001,1.4241975308641976
SBPA,TXIT,2019-11-11,97,143.34,1.4777319587628865
SBGL,TXIT,2019-11-12,119,336.75999999999993,2.829915966386554
SBGR,TXIT,2019-11-12,366,910.7099999999997,2.488278688524589
SBKP,TXIT,2019-11-12,163,324.64000000000004,1.9916564417177918
SBPA,TXIT,2019-11-12,96,169.12,1.7616666666666667
SBBR,TXIT,2019-11-12,188,376.49999999999983,2.002659574468084
SBSV,TXIT,2019-11-12,79,107.15000000000005,1.3563291139240512
SBSP,TXIT,2019-11-12,283,724.0799999999996,2.558586572438161
SBRJ,TXIT,2019-11-12,150,205.31,1.3687333333333334
SBCF,TXIT,2019-11-12,150,171.67999999999995,1.144533333333333
SBCT,TXIT,2019-11-12,99,155.9900000000001,1.5756565656565666
SBBR,TXIT,2019-11-13,182,315.54999999999995,1.7337912087912086
SBGR,TXIT,2019-11-13,364,872.8699999999999,2.397994505494505
SBGL,TXIT,2019-11-13,120,351.20999999999987,2.926749999999999
SBKP,TXIT,2019-11-13,173,469.99,2.7167052023121387
SBSP,TXIT,2019-11-13,273,534.1800000000001,1.956703296703297
SBCT,TXIT,2019-11-13,93,94.27999999999997,1.0137634408602147
SBCF,TXIT,2019-11-13,135,184.17000000000004,1.3642222222222224
SBRJ,TXIT,2019-11-13,150,247.43999999999986,1.649599999999999
SBPA,TXIT,2019-11-13,96,102.56000000000004,1.0683333333333338
SBSV,TXIT,2019-11-13,82,197.08,2.403414634146342
SBGR,TXIT,2019-11-14,343,1018.8600000000008,2.970437317784259
SBGL,TXIT,2019-11-14,126,315.29,2.5023015873015875
SBRJ,TXIT,2019-11-14,127,276.52,2.1773228346456692
SBSP,TXIT,2019-11-14,258,513.7800000000003,1.9913953488372105
SBCF,TXIT,2019-11-14,149,216.54000000000002,1.453288590604027
SBSV,TXIT,2019-11-14,85,135.91,1.598941176470588
SBCT,TXIT,2019-11-14,104,173.98000000000002,1.6728846153846155
SBKP,TXIT,2019-11-14,162,441.36,2.7244444444444444
SBBR,TXIT,2019-11-14,178,405.2600000000003,2.2767415730337093
SBPA,TXIT,2019-11-14,102,192.03,1.8826470588235293
SBGL,TXIT,2019-11-15,130,533.13,4.101
SBCF,TXIT,2019-11-15,137,217.12000000000012,1.584817518248176
SBGR,TXIT,2019-11-15,403,1061.0000000000005,2.6327543424317628
SBBR,TXIT,2019-11-15,175,254.3399999999998,1.4533714285714274
SBSP,TXIT,2019-11-15,263,677.8800000000002,2.577490494296579
SBRJ,TXIT,2019-11-15,143,213.61999999999995,1.4938461538461534
SBKP,TXIT,2019-11-15,155,500.6100000000002,3.2297419354838723
SBPA,TXIT,2019-11-15,92,216.99000000000004,2.3585869565217394
SBCT,TXIT,2019-11-15,91,120.64,1.3257142857142856
SBSV,TXIT,2019-11-15,85,175.52,2.0649411764705885
SBSP,TXIT,2019-11-16,176,310.70000000000016,1.76534090909091
SBGL,TXIT,2019-11-16,107,444.76,4.156635514018691
SBRJ,TXIT,2019-11-16,96,148.88,1.5508333333333333
SBKP,TXIT,2019-11-16,104,227.81,2.1904807692307693
SBGR,TXIT,2019-11-16,318,842.3500000000006,2.6488993710691844
SBCT,TXIT,2019-11-16,62,77.61000000000001,1.2517741935483873
SBGR,TXIT,2019-09-01,317,1037.59,3.2731545741324917
SBRJ,TXIT,2019-09-01,21,18.67,0.8890476190476191
SBBR,TXIT,2019-09-01,121,166.48,1.3758677685950413
SBCF,TXIT,2019-09-01,113,234.16000000000003,2.0722123893805313
SBKP,TXIT,2019-09-01,127,322.4799999999999,2.539212598425196
SBSP,TXIT,2019-09-01,193,281.40999999999997,1.458082901554404
SBCT,TXIT,2019-09-01,68,126.10999999999999,1.8545588235294115
SBGL,TXIT,2019-09-01,178,525.0100000000002,2.9494943820224733
SBPA,TXIT,2019-09-01,82,148.42,1.8099999999999998
SBSV,TXIT,2019-09-01,63,152.18000000000004,2.415555555555556
SBGR,TXIT,2019-09-02,384,1300.58,3.386927083333333
SBBR,TXIT,2019-09-02,186,274.55,1.4760752688172043
SBGL,TXIT,2019-09-02,243,799.0099999999994,3.288106995884771
SBPA,TXIT,2019-09-02,97,209.63000000000002,2.1611340206185568
SBCF,TXIT,2019-09-02,144,253.24999999999986,1.7586805555555545
SBSP,TXIT,2019-09-02,269,360.9799999999998,1.3419330855018579
SBCT,TXIT,2019-09-02,91,90.18999999999998,0.9910989010989009
SBKP,TXIT,2019-09-02,168,532.21000000000015,3.1679166666666676
SBSV,TXIT,2019-09-02,77,181.36000000000004,2.3553246753246757
SBRJ,TXIT,2019-09-02,18,24.759999999999998,1.3755555555555554
SBKP,TXIT,2019-09-03,144,395.8399999999999,2.7488888888888883
SBGR,TXIT,2019-09-03,373,973.6099999999993,2.6102144772117946
SBGL,TXIT,2019-09-03,232,647.3499999999998,2.79030172413793
SBSP,TXIT,2019-09-03,235,353.01000000000005,1.5021702127659577
SBPA,TXIT,2019-09-03,76,99.07999999999997,1.3036842105263153
SBCF,TXIT,2019-09-03,145,225.64999999999998,1.556206896551724
SBBR,TXIT,2019-09-03,170,281.6899999999999,1.6569999999999994
SBCT,TXIT,2019-09-03,84,118.37999999999997,1.4092857142857138
SBSV,TXIT,2019-09-03,61,130.16000000000003,2.133770491803279
SBRJ,TXIT,2019-09-03,17,10.370000000000001,0.6100000000000001
SBGR,TXIT,2019-09-04,380,1203.3799999999997,3.1667894736842097
SBSP,TXIT,2019-09-04,260,333.42000000000013,1.282384615384616
SBKP,TXIT,2019-09-04,164,499.43999999999966,3.0453658536585344
SBGL,TXIT,2019-09-04,238,688.9600000000003,2.8947899159663875
SBPA,TXIT,2019-09-04,96,165.45000000000005,1.7234375000000004
SBCF,TXIT,2019-09-04,142,198.66000000000008,1.399014084507043
SBCT,TXIT,2019-09-04,92,149.90999999999997,1.6294565217391301
SBBR,TXIT,2019-09-04,167,262.8499999999999,1.5739520958083826
SBSV,TXIT,2019-09-04,74,229.01,3.0947297297297296
SBRJ,TXIT,2019-09-04,1,0.06,0.06
SBGR,TXIT,2019-09-05,371,1007.5699999999996,2.715822102425875
SBKP,TXIT,2019-09-05,165,407.4700000000003,2.469515151515153
SBGL,TXIT,2019-09-05,240,587.5499999999996,2.4481249999999983
SBSP,TXIT,2019-09-05,257,374.05999999999995,1.455486381322957
SBCF,TXIT,2019-09-05,138,221.18000000000015,1.602753623188407
SBBR,TXIT,2019-09-05,174,242.73999999999995,1.3950574712643675
SBCT,TXIT,2019-09-05,95,157.5,1.6578947368421053
SBPA,TXIT,2019-09-05,96,144.99,1.5103125000000002
SBSV,TXIT,2019-09-05,72,159.70000000000002,2.218055555555556
SBGR,TXIT,2019-09-06,393,1011.9699999999998,2.574987277353689
SBSP,TXIT,2019-09-06,262,386.08000000000027,1.473587786259543
SBGL,TXIT,2019-09-06,228,588.55,2.581359649122807
SBCF,TXIT,2019-09-06,140,256.13999999999993,1.829571428571428
SBCT,TXIT,2019-09-06,96,289.25999999999993,3.013124999999999
SBKP,TXIT,2019-09-06,157,427.35,2.7219745222929936
SBBR,TXIT,2019-09-06,173,241.56999999999994,1.3963583815028897
SBPA,TXIT,2019-09-06,98,227.17,2.318061224489796
SBSV,TXIT,2019-09-06,74,138.95,1.8777027027027025
SBRJ,TXIT,2019-09-06,23,26.109999999999996,1.1352173913043477
SBGR,TXIT,2019-09-07,361,1110.1799999999994,3.07529085872576
SBGL,TXIT,2019-09-07,192,350.8999999999999,1.8276041666666663
SBSP,TXIT,2019-09-07,209,239.56000000000003,1.14622009569378
SBKP,TXIT,2019-09-07,145,321.33000000000015,2.2160689655172425
SBCT,TXIT,2019-09-07,75,78.16999999999999,1.0422666666666665
SBCF,TXIT,2019-09-07,124,260.1000000000001,2.097580645161291
SBBR,TXIT,2019-09-07,127,140.36999999999998,1.1052755905511809
SBPA,TXIT,2019-09-07,78,102.95,1.3198717948717948
SBRJ,TXIT,2019-09-07,22,24.14,1.0972727272727274
SBSV,TXIT,2019-09-07,66,124.65,1.8886363636363637
SBGR,TXIT,2019-09-08,315,1018.0399999999998,3.2318730158730156
SBKP,TXIT,2019-09-08,110,361.44999999999993,3.2859090909090902
SBBR,TXIT,2019-09-08,126,141,1.119047619047619
SBSP,TXIT,2019-09-08,200,218.43999999999994,1.0921999999999996
SBCF,TXIT,2019-09-08,114,197.69,1.7341228070175438
SBCT,TXIT,2019-09-08,67,114.35000000000001,1.706716417910448
SBGL,TXIT,2019-09-08,186,518.8799999999997,2.789677419354837
SBPA,TXIT,2019-09-08,80,235.76000000000008,2.947000000000001
SBRJ,TXIT,2019-09-08,21,18.930000000000003,0.9014285714285716
SBSV,TXIT,2019-09-08,68,209.11,3.0751470588235295
SBGR,TXIT,2019-09-09,373,1300.1900000000007,3.485764075067026
SBSP,TXIT,2019-09-09,266,385.3,1.4484962406015038
SBGL,TXIT,2019-09-09,225,491.85999999999996,2.1860444444444442
SBCF,TXIT,2019-09-09,137,233.67999999999998,1.7056934306569342
SBKP,TXIT,2019-09-09,155,390.2499999999999,2.5177419354838704
SBBR,TXIT,2019-09-09,184,264.94999999999993,1.4399456521739127
SBCT,TXIT,2019-09-09,94,154.31000000000006,1.6415957446808518
SBPA,TXIT,2019-09-09,96,195.77999999999997,2.0393749999999997
SBRJ,TXIT,2019-09-09,25,21.549999999999997,0.8619999999999999
