APT,PHASE,DATE,MVTS,ADD_TIME,AVG_ADD_TIME
SBRJ,TXIT,2019-04-27,100,199.17000000000007,1.9917000000000007
SBGR,TXIT,2019-04-27,305,823.8200000000003,2.70104918032787
SBGL,TXIT,2019-04-27,92,317.4300000000002,3.4503260869565238
SBPA,TXIT,2019-04-27,72,465.23999999999995,6.461666666666666
SBCF,TXIT,2019-04-27,115,162.92999999999998,1.416782608695652
SBSV,TXIT,2019-04-27,58,199.57999999999993,3.4410344827586195
SBCT,TXIT,2019-04-27,70,67.15,0.9592857142857144
SBBR,TXIT,2019-04-27,120,186.96999999999997,1.558083333333333
SBSP,TXIT,2019-04-27,191,362.11999999999995,1.8959162303664918
SBKP,TXIT,2019-04-27,143,383.96000000000015,2.685034965034966
SBRJ,TXIT,2019-04-28,74,147.64999999999998,1.99527027027027
SBGR,TXIT,2019-04-28,251,634.34,2.5272509960159364
SBSP,TXIT,2019-04-28,157,399.61999999999995,2.5453503184713373
SBCF,TXIT,2019-04-28,105,171.52999999999997,1.6336190476190473
SBCT,TXIT,2019-04-28,62,146.98,2.3706451612903225
SBKP,TXIT,2019-04-28,113,430.9800000000001,3.8139823008849563
SBGL,TXIT,2019-04-28,70,179.92000000000002,2.5702857142857147
SBPA,TXIT,2019-04-28,65,110.53000000000002,1.7004615384615387
SBBR,TXIT,2019-04-28,114,151.35999999999999,1.3277192982456139
SBSV,TXIT,2019-04-28,58,164.42000000000002,2.834827586206897
SBSP,TXIT,2019-04-29,254,1076.0800000000002,4.236535433070867
SBGR,TXIT,2019-04-29,324,1059.01,3.2685493827160492
SBKP,TXIT,2019-04-29,162,422.23000000000025,2.6063580246913594
SBBR,TXIT,2019-04-29,168,310.89,1.8505357142857142
SBCF,TXIT,2019-04-29,149,252.19,1.6925503355704699
SBCT,TXIT,2019-04-29,78,71.62,0.9182051282051282
SBPA,TXIT,2019-04-29,84,186.02,2.2145238095238096
SBSV,TXIT,2019-04-29,52,123.66000000000003,2.3780769230769234
SBGL,TXIT,2019-04-29,113,308.83000000000004,2.7330088495575224
SBRJ,TXIT,2019-04-29,121,206.89000000000004,1.7098347107438021
SBGL,TXIT,2019-04-30,89,249.18000000000006,2.799775280898877
SBBR,TXIT,2019-04-30,166,314.2199999999999,1.8928915662650596
SBGR,TXIT,2019-04-30,310,1017.0400000000002,3.2807741935483876
SBSP,TXIT,2019-04-30,269,511.76999999999964,1.9024907063197012
SBPA,TXIT,2019-04-30,82,204.10999999999993,2.489146341463414
SBRJ,TXIT,2019-04-30,128,229.02000000000007,1.7892187500000005
SBCT,TXIT,2019-04-30,86,133.64000000000001,1.5539534883720931
SBKP,TXIT,2019-04-30,158,331.09000000000015,2.095506329113925
SBSV,TXIT,2019-04-30,53,136.33,2.5722641509433966
SBCT,TXIT,2019-05-16,81,104.72999999999999,1.2929629629629629
SBSV,TXIT,2019-05-16,56,100.27,1.7905357142857141
SBGL,TXIT,2019-05-16,100,278.6,2.786
SBPA,TXIT,2019-05-16,87,196.71999999999994,2.2611494252873556
SBRJ,TXIT,2019-05-16,125,131.97000000000003,1.0557600000000003
SBRJ,TXIT,2019-05-17,134,231.7700000000001,1.7296268656716425
SBGR,TXIT,2019-05-17,326,1074.9500000000007,3.297392638036812
SBGL,TXIT,2019-05-17,102,231.26999999999992,2.26735294117647
SBPA,TXIT,2019-05-17,93,190.26999999999998,2.0459139784946236
SBSP,TXIT,2019-05-17,256,541.6899999999999,2.1159765624999998
SBSV,TXIT,2019-05-17,63,126.14000000000001,2.0022222222222226
SBBR,TXIT,2019-05-17,174,303.72999999999985,1.7455747126436774
SBKP,TXIT,2019-05-17,154,376.6000000000002,2.4454545454545467
SBCF,TXIT,2019-05-17,138,177.15999999999997,1.2837681159420287
SBCT,TXIT,2019-05-17,82,93.80999999999997,1.144024390243902
SBKP,TXIT,2019-05-18,150,355.7299999999998,2.371533333333332
SBGR,TXIT,2019-05-18,300,1057.9900000000005,3.526633333333335
SBBR,TXIT,2019-05-18,116,157.92999999999998,1.3614655172413792
SBSP,TXIT,2019-05-18,176,209.16000000000003,1.188409090909091
SBCT,TXIT,2019-05-18,67,74.76,1.115820895522388
SBPA,TXIT,2019-05-18,68,192.81000000000003,2.8354411764705887
SBGL,TXIT,2019-05-18,101,303.15999999999997,3.001584158415841
SBCF,TXIT,2019-05-18,118,167.95,1.4233050847457627
SBRJ,TXIT,2019-05-18,92,132.57000000000002,1.4409782608695654
SBSV,TXIT,2019-05-18,56,105.81999999999998,1.8896428571428567
SBRJ,TXIT,2019-05-19,85,123.96999999999996,1.4584705882352935
SBGR,TXIT,2019-05-19,268,923.8200000000006,3.447089552238808
SBCF,TXIT,2019-05-19,117,177.08,1.5135042735042736
SBCT,TXIT,2019-05-19,63,93.57,1.485238095238095
SBPA,TXIT,2019-05-19,66,195.52999999999997,2.962575757575757
SBKP,TXIT,2019-05-19,109,200.88999999999993,1.843027522935779
SBGL,TXIT,2019-05-19,89,261.78999999999996,2.941460674157303
SBBR,TXIT,2019-05-19,114,250.61999999999998,2.198421052631579
SBSP,TXIT,2019-05-19,172,176.52000000000004,1.026279069767442
SBSV,TXIT,2019-05-19,51,110.01,2.157058823529412
SBGR,TXIT,2019-05-20,310,800.4800000000004,2.582193548387098
SBCF,TXIT,2019-05-20,137,165.1199999999999,1.2052554744525539
SBRJ,TXIT,2019-05-20,131,189.99000000000004,1.4503053435114506
SBSP,TXIT,2019-05-20,262,430.80000000000024,1.6442748091603063
SBKP,TXIT,2019-05-20,132,308.32,2.335757575757576
SBCT,TXIT,2019-05-20,83,90.70000000000002,1.0927710843373497
SBGL,TXIT,2019-05-20,99,219.88999999999993,2.2211111111111106
SBBR,TXIT,2019-05-20,174,354.73,2.0386781609195403
SBPA,TXIT,2019-05-20,92,215.7699999999999,2.3453260869565207
SBSV,TXIT,2019-05-20,53,80.21999999999997,1.5135849056603767
SBBR,TXIT,2019-05-21,177,311.3699999999999,1.7591525423728807
SBGR,TXIT,2019-05-21,325,848.26,2.6100307692307694
SBPA,TXIT,2019-05-21,84,146.78,1.7473809523809525
SBSP,TXIT,2019-05-21,254,344.1999999999998,1.3551181102362198
SBCT,TXIT,2019-05-21,78,88.01999999999998,1.1284615384615382
SBRJ,TXIT,2019-05-21,124,173.27999999999992,1.397419354838709
SBKP,TXIT,2019-05-21,163,405.90999999999997,2.490245398773006
SBGL,TXIT,2019-05-21,99,190.87,1.9279797979797981
SBCF,TXIT,2019-05-21,133,228.71000000000006,1.7196240601503765
SBSV,TXIT,2019-05-21,53,111.85000000000001,2.1103773584905663
SBGR,TXIT,2019-05-22,307,1068.42,3.480195439739414
SBGL,TXIT,2019-05-22,98,262.45000000000016,2.6780612244897974
SBRJ,TXIT,2019-05-22,124,146.99000000000004,1.185403225806452
SBCF,TXIT,2019-05-22,137,182.49000000000004,1.3320437956204383
SBSV,TXIT,2019-05-22,63,129.11999999999998,2.049523809523809
SBBR,TXIT,2019-05-22,160,222.4999999999999,1.3906249999999993
SBKP,TXIT,2019-05-22,164,390.7199999999999,2.3824390243902434
SBSP,TXIT,2019-05-22,252,381.54999999999995,1.5140873015873013
SBCT,TXIT,2019-05-22,81,96.24,1.1881481481481482
SBPA,TXIT,2019-05-22,88,185.52999999999992,2.1082954545454538
SBGR,TXIT,2019-05-23,308,1074.9500000000003,3.4900974025974034
SBKP,TXIT,2019-05-23,161,347.1399999999998,2.1561490683229803
SBCF,TXIT,2019-05-23,137,288.60999999999996,2.106642335766423
SBSP,TXIT,2019-05-23,244,460.2100000000001,1.8861065573770495
SBRJ,TXIT,2019-05-23,114,206.31999999999994,1.8098245614035082
SBBR,TXIT,2019-05-23,164,284.51999999999987,1.734878048780487
SBGL,TXIT,2019-05-23,110,317.53999999999996,2.8867272727272724
SBSV,TXIT,2019-05-23,58,122.98999999999998,2.12051724137931
SBCT,TXIT,2019-05-23,78,125.43999999999998,1.608205128205128
SBPA,TXIT,2019-05-23,91,287.8000000000001,3.162637362637364
SBKP,TXIT,2019-05-24,158,416.40999999999974,2.6355063291139222
SBBR,TXIT,2019-05-24,171,196.99999999999997,1.1520467836257309
SBGR,TXIT,2019-05-24,326,978.6800000000001,3.0020858895705524
SBCF,TXIT,2019-05-24,141,175.79000000000002,1.2467375886524825
SBSP,TXIT,2019-05-24,251,343.02,1.366613545816733
SBRJ,TXIT,2019-05-24,129,138.50999999999993,1.0737209302325577
SBGL,TXIT,2019-05-24,101,321.71,3.185247524752475
SBCT,TXIT,2019-05-24,86,137.47000000000003,1.5984883720930236
SBSV,TXIT,2019-05-24,64,197.68000000000004,3.0887500000000006
SBPA,TXIT,2019-05-24,93,236.87,2.546989247311828
SBGR,TXIT,2019-05-25,308,891.9300000000002,2.895876623376624
SBBR,TXIT,2019-05-25,119,157.79999999999995,1.3260504201680667
SBKP,TXIT,2019-05-25,152,563.94,3.710131578947369
SBGL,TXIT,2019-05-25,100,462.0000000000001,4.620000000000001
SBRJ,TXIT,2019-05-25,88,120.18999999999998,1.3657954545454543
SBSP,TXIT,2019-05-25,179,250.7699999999999,1.4009497206703905
SBCF,TXIT,2019-05-25,118,176.47000000000003,1.4955084745762715
SBSV,TXIT,2019-05-25,54,77.69000000000001,1.4387037037037038
SBCT,TXIT,2019-05-25,66,70.1,1.062121212121212
SBPA,TXIT,2019-05-25,70,94.96999999999998,1.3567142857142855
SBGR,TXIT,2019-05-26,269,834.2300000000004,3.101226765799258
SBPA,TXIT,2019-05-26,69,172.34999999999997,2.4978260869565214
SBSP,TXIT,2019-05-26,171,190.49999999999991,1.1140350877192977
SBCF,TXIT,2019-05-26,116,171.77000000000004,1.480775862068966
SBCT,TXIT,2019-05-26,60,119.46000000000001,1.991
SBRJ,TXIT,2019-05-26,82,75.9,0.925609756097561
SBGL,TXIT,2019-05-26,89,299.59,3.3661797752808984
SBBR,TXIT,2019-05-26,113,161.96999999999994,1.4333628318584066
SBKP,TXIT,2019-05-26,121,415.52000000000004,3.43404958677686
SBSV,TXIT,2019-05-26,51,110.67000000000002,2.1700000000000004
SBGL,TXIT,2019-05-27,105,282.16,2.6872380952380954
SBGR,TXIT,2019-05-27,312,947.4800000000002,3.0367948717948727
SBSP,TXIT,2019-05-27,245,308.9000000000001,1.2608163265306127
SBRJ,TXIT,2019-05-27,126,106.08999999999993,0.8419841269841265
SBCF,TXIT,2019-05-27,138,243.21,1.762391304347826
SBCT,TXIT,2019-05-27,86,113.84999999999998,1.3238372093023254
SBKP,TXIT,2019-05-27,167,502.28000000000003,3.007664670658683
SBBR,TXIT,2019-05-27,170,212.53,1.2501764705882352
SBPA,TXIT,2019-05-27,92,188.91999999999996,2.0534782608695648
SBSV,TXIT,2019-05-27,56,60.790000000000006,1.0855357142857145
SBGR,TXIT,2019-05-28,329,1075.05,3.267629179331307
SBKP,TXIT,2019-05-28,167,467.16999999999996,2.7974251497005986
SBCT,TXIT,2019-05-28,83,118.90000000000002,1.4325301204819278
SBBR,TXIT,2019-05-28,168,197.66000000000003,1.1765476190476192
SBSV,TXIT,2019-05-28,52,103.51000000000003,1.9905769230769237
SBSP,TXIT,2019-05-28,245,282.81,1.154326530612245
SBCF,TXIT,2019-05-28,137,167.46000000000006,1.222335766423358
SBRJ,TXIT,2019-05-28,123,135.04999999999998,1.0979674796747967
SBGL,TXIT,2019-05-28,96,273.69,2.8509375
SBPA,TXIT,2019-05-28,85,345.2699999999998,4.061999999999998
SBGR,TXIT,2019-05-29,307,1003.1600000000001,3.2676221498371336
SBKP,TXIT,2019-05-29,163,447.16999999999973,2.743374233128833
SBRJ,TXIT,2019-05-29,120,153.83,1.2819166666666668
SBCF,TXIT,2019-05-29,139,147.42999999999998,1.0606474820143883
SBSP,TXIT,2019-05-29,243,302.9400000000002,1.2466666666666677
SBSV,TXIT,2019-05-29,60,90.59000000000002,1.5098333333333336
SBGL,TXIT,2019-05-29,93,171.48999999999995,1.8439784946236555
SBCT,TXIT,2019-05-29,84,178.20000000000005,2.121428571428572
SBPA,TXIT,2019-05-29,89,152.51000000000005,1.7135955056179781
SBBR,TXIT,2019-05-29,160,242.73999999999995,1.5171249999999996
SBKP,TXIT,2019-05-30,163,424.9,2.6067484662576685
SBCF,TXIT,2019-05-30,139,205.83999999999992,1.4808633093525174
SBRJ,TXIT,2019-05-30,123,99.02000000000002,0.8050406504065043
SBSP,TXIT,2019-05-30,241,367.7400000000002,1.5258921161825734
SBGR,TXIT,2019-05-30,308,869.6900000000003,2.823668831168832
SBSV,TXIT,2019-05-30,56,91.80000000000001,1.6392857142857145
SBCT,TXIT,2019-05-30,84,116.88999999999999,1.3915476190476188
SBPA,TXIT,2019-05-30,92,177.69,1.9314130434782608
SBGL,TXIT,2019-05-30,99,195.45000000000007,1.974242424242425
SBBR,TXIT,2019-05-30,169,274.73999999999995,1.6256804733727808
SBSV,TXIT,2019-05-31,59,107.85999999999996,1.8281355932203383
SBKP,TXIT,2019-05-31,164,425.0999999999999,2.5920731707317066
SBGR,TXIT,2019-05-31,336,901.7800000000002,2.6838690476190483
SBRJ,TXIT,2019-05-31,129,137.45999999999998,1.0655813953488371
SBSP,TXIT,2019-05-31,247,275.26,1.114412955465587
SBBR,TXIT,2019-05-31,177,249.54999999999998,1.4098870056497175
SBPA,TXIT,2019-05-31,94,209.20999999999995,2.2256382978723397
SBGL,TXIT,2019-05-31,103,240.60000000000002,2.3359223300970875
SBCT,TXIT,2019-05-31,92,249.70000000000002,2.714130434782609
SBKP,TXIT,2019-06-16,123,316.69999999999993,2.574796747967479
SBSV,TXIT,2019-06-16,60,128.49,2.1415
SBBR,TXIT,2019-06-16,110,143.62000000000003,1.305636363636364
SBSP,TXIT,2019-06-16,177,214.21000000000006,1.2102259887005653
SBGL,TXIT,2019-06-16,90,263.99999999999994,2.9333333333333327
SBGR,TXIT,2019-06-17,336,1025.8399999999997,3.053095238095237
SBSV,TXIT,2019-06-17,60,94.67,1.5778333333333334
SBKP,TXIT,2019-06-17,161,322.24000000000007,2.001490683229814
SBBR,TXIT,2019-06-17,177,248.56,1.4042937853107345
SBSP,TXIT,2019-06-17,247,327.5699999999997,1.3261943319838045
SBGL,TXIT,2019-06-17,103,209.65999999999997,2.035533980582524
SBRJ,TXIT,2019-06-17,134,166.44999999999993,1.242164179104477
SBCF,TXIT,2019-06-17,148,204.26999999999998,1.3802027027027026
SBCT,TXIT,2019-06-17,92,77.74999999999999,0.8451086956521737
SBPA,TXIT,2019-06-17,96,195.12000000000006,2.0325000000000006
SBKP,TXIT,2019-06-18,166,475.01999999999975,2.8615662650602394
SBGR,TXIT,2019-06-18,339,995.3899999999999,2.936253687315634
SBCF,TXIT,2019-06-18,142,229.81999999999996,1.6184507042253518
SBBR,TXIT,2019-06-18,171,245.33999999999997,1.434736842105263
SBSP,TXIT,2019-06-18,243,379.8499999999999,1.563168724279835
SBPA,TXIT,2019-06-18,88,178.55,2.028977272727273
SBGL,TXIT,2019-06-18,96,220.60999999999996,2.2980208333333327
SBRJ,TXIT,2019-06-18,122,149.67999999999998,1.2268852459016393
SBCT,TXIT,2019-06-18,82,89.91,1.0964634146341463
SBSV,TXIT,2019-06-18,62,143.71,2.3179032258064516
SBKP,TXIT,2019-06-19,163,376.29000000000013,2.308527607361964
SBGR,TXIT,2019-06-19,349,1212.86,3.4752435530085957
SBSP,TXIT,2019-06-19,247,366.93999999999977,1.485587044534412
SBCF,TXIT,2019-06-19,144,209.55,1.4552083333333334
SBRJ,TXIT,2019-06-19,127,122.26,0.9626771653543308
SBCT,TXIT,2019-06-19,83,102.57000000000002,1.2357831325301207
SBSV,TXIT,2019-06-19,74,212.01000000000002,2.865
SBPA,TXIT,2019-06-19,93,137.97000000000006,1.4835483870967747
SBBR,TXIT,2019-06-19,166,258.34000000000003,1.556265060240964
SBGL,TXIT,2019-06-19,105,314.1600000000002,2.9920000000000018
SBGR,TXIT,2019-06-20,337,990.1399999999996,2.938100890207714
SBCF,TXIT,2019-06-20,133,191.24999999999997,1.43796992481203
SBSP,TXIT,2019-06-20,219,249.62000000000012,1.139817351598174
SBKP,TXIT,2019-06-20,154,341.42999999999995,2.2170779220779218
SBRJ,TXIT,2019-06-20,111,113.20999999999997,1.0199099099099096
SBCT,TXIT,2019-06-20,73,60.07000000000003,0.8228767123287675
SBGL,TXIT,2019-06-20,105,294.39000000000004,2.8037142857142863
SBSV,TXIT,2019-06-20,70,195.47999999999993,2.792571428571428
SBPA,TXIT,2019-06-20,86,153.04,1.7795348837209302
SBBR,TXIT,2019-06-20,158,238.08000000000004,1.506835443037975
SBGR,TXIT,2019-06-21,276,900.3899999999996,3.2622826086956507
SBBR,TXIT,2019-06-21,111,167.51000000000005,1.5090990990990996
SBSP,TXIT,2019-06-21,160,160.54000000000002,1.0033750000000001
SBSV,TXIT,2019-06-21,56,153.14999999999998,2.7348214285714283
SBCF,TXIT,2019-06-21,87,144.34000000000003,1.6590804597701152
SBGL,TXIT,2019-06-21,85,229.6,2.7011764705882353
SBCT,TXIT,2019-06-21,52,43.58000000000001,0.8380769230769233
SBPA,TXIT,2019-06-21,54,132.29999999999998,2.4499999999999997
SBRJ,TXIT,2019-06-21,78,67.84,0.8697435897435898
SBKP,TXIT,2019-06-21,95,235.38000000000008,2.477684210526317
SBSV,TXIT,2019-06-22,51,157.08999999999997,3.080196078431372
SBSP,TXIT,2019-06-22,128,131.68999999999997,1.0288281249999998
SBPA,TXIT,2019-06-22,48,91.30999999999999,1.9022916666666665
SBGR,TXIT,2019-06-22,252,833.6800000000002,3.308253968253969
SBRJ,TXIT,2019-06-22,53,47.18,0.890188679245283
SBGL,TXIT,2019-06-22,81,209.26,2.583456790123457
SBCT,TXIT,2019-06-22,45,74.28000000000002,1.650666666666667
SBKP,TXIT,2019-06-22,98,282.12999999999994,2.8788775510204077
SBBR,TXIT,2019-06-22,81,96.98999999999998,1.1974074074074073
SBCF,TXIT,2019-06-22,88,152.85000000000005,1.7369318181818187
SBGR,TXIT,2019-06-23,284,1118.500000000001,3.938380281690144
SBPA,TXIT,2019-06-23,77,189.07,2.4554545454545456
SBKP,TXIT,2019-06-23,122,489.01999999999987,4.008360655737704
SBCT,TXIT,2019-06-23,64,138.35999999999999,2.1618749999999998
SBGL,TXIT,2019-06-23,101,373.39000000000004,3.6969306930693073
SBSV,TXIT,2019-06-23,58,97.24000000000001,1.6765517241379313
SBSP,TXIT,2019-06-23,178,189.74000000000004,1.0659550561797755
SBBR,TXIT,2019-06-23,115,99.77,0.8675652173913043
SBCF,TXIT,2019-06-23,120,211.79999999999998,1.765
SBRJ,TXIT,2019-06-23,91,92.44000000000001,1.015824175824176
SBGR,TXIT,2019-06-24,350,1002.4099999999999,2.864028571428571
SBKP,TXIT,2019-06-24,173,463.68,2.6802312138728324
SBSV,TXIT,2019-06-24,66,125.26999999999998,1.8980303030303027
SBCF,TXIT,2019-06-24,156,216.13,1.3854487179487178
SBSP,TXIT,2019-06-24,245,288.02999999999986,1.175632653061224
SBGL,TXIT,2019-06-24,100,194.30000000000007,1.9430000000000007
SBRJ,TXIT,2019-06-24,135,154.91000000000005,1.1474814814814818
SBCT,TXIT,2019-06-24,90,110.29000000000002,1.2254444444444448
SBBR,TXIT,2019-06-24,176,221.02000000000007,1.2557954545454548
SBPA,TXIT,2019-06-24,103,265.19,2.5746601941747573
SBKP,TXIT,2019-06-25,168,564.3800000000005,3.3594047619047647
SBSP,TXIT,2019-06-25,247,309.6300000000001,1.2535627530364377
SBBR,TXIT,2019-06-25,170,183.94000000000003,1.082
SBRJ,TXIT,2019-06-25,121,102.28000000000002,0.8452892561983473
SBGR,TXIT,2019-06-25,347,868.3799999999994,2.5025360230547533
SBPA,TXIT,2019-06-25,94,196.37,2.0890425531914896
SBCT,TXIT,2019-06-25,86,139.07000000000005,1.6170930232558145
SBCF,TXIT,2019-06-25,140,196.13999999999996,1.4009999999999998
SBSV,TXIT,2019-06-25,59,168.96,2.863728813559322
SBGL,TXIT,2019-06-25,93,215.56000000000003,2.317849462365592
SBBR,TXIT,2019-06-26,165,238.09000000000003,1.4429696969696972
SBCT,TXIT,2019-06-26,87,111.42000000000002,1.280689655172414
SBGR,TXIT,2019-06-26,336,1012.6699999999998,3.013898809523809
SBRJ,TXIT,2019-06-26,125,200.52,1.60416
SBSV,TXIT,2019-06-26,63,157.56999999999996,2.5011111111111104
SBSP,TXIT,2019-06-26,242,397.04999999999995,1.6407024793388427
SBKP,TXIT,2019-06-26,160,485.49999999999994,3.034375
SBGL,TXIT,2019-06-26,106,334.16,3.1524528301886794
SBCF,TXIT,2019-06-26,145,227.6599999999999,1.5700689655172408
SBPA,TXIT,2019-06-26,94,209.93,2.2332978723404255
SBGL,TXIT,2019-06-27,100,263.93,2.6393
SBCT,TXIT,2019-06-27,86,138.70000000000005,1.612790697674419
SBGR,TXIT,2019-06-27,342,1108.3700000000001,3.2408479532163748
SBBR,TXIT,2019-06-27,165,194.93000000000004,1.1813939393939397
SBCF,TXIT,2019-06-27,147,225.50999999999996,1.534081632653061
SBKP,TXIT,2019-06-27,166,481.89999999999986,2.90301204819277
SBSP,TXIT,2019-06-27,248,459.00000000000006,1.8508064516129035
SBRJ,TXIT,2019-06-27,128,129.38000000000002,1.0107812500000002
SBSV,TXIT,2019-06-27,59,97.41999999999996,1.6511864406779655
SBPA,TXIT,2019-06-27,92,178.67999999999998,1.942173913043478
SBGL,TXIT,2019-06-28,101,313.06999999999994,3.099702970297029
SBKP,TXIT,2019-06-28,166,454.3399999999997,2.736987951807227
SBRJ,TXIT,2019-06-28,130,149.62,1.150923076923077
SBGR,TXIT,2019-06-28,339,967.3499999999995,2.853539823008848
SBSP,TXIT,2019-06-28,254,464.4800000000001,1.828661417322835
SBBR,TXIT,2019-06-28,167,176.06999999999996,1.0543113772455088
SBSV,TXIT,2019-06-28,64,86.42,1.3503125
SBCF,TXIT,2019-06-28,146,224.70999999999998,1.5391095890410957
SBCT,TXIT,2019-06-28,86,107.49000000000001,1.2498837209302327
SBPA,TXIT,2019-06-28,96,213.99000000000004,2.2290625000000004
SBGR,TXIT,2019-06-29,344,983.3600000000002,2.8586046511627914
SBGL,TXIT,2019-06-29,99,218.94000000000003,2.211515151515152
SBKP,TXIT,2019-06-29,154,420.38000000000017,2.729740259740261
SBBR,TXIT,2019-06-29,119,137.0900000000001,1.15201680672269
SBSP,TXIT,2019-06-29,186,203.27000000000004,1.0928494623655916
SBCF,TXIT,2019-06-29,124,158.86,1.2811290322580646
SBRJ,TXIT,2019-06-29,87,89.91999999999999,1.0335632183908046
SBCT,TXIT,2019-06-29,67,113.91,1.7001492537313432
SBSV,TXIT,2019-06-29,63,114.64999999999998,1.8198412698412694
SBPA,TXIT,2019-06-29,74,153.32999999999993,2.0720270270270262
SBGR,TXIT,2019-06-30,296,816.8200000000004,2.7595270270270285
SBGL,TXIT,2019-06-30,93,367.9900000000001,3.956881720430109
SBSV,TXIT,2019-06-30,61,166.63000000000005,2.731639344262296
SBCT,TXIT,2019-06-30,67,107.27999999999997,1.6011940298507459
SBSP,TXIT,2019-06-30,185,190.8999999999999,1.0318918918918913
SBRJ,TXIT,2019-06-30,82,95.39,1.1632926829268293
SBBR,TXIT,2019-06-30,105,120.43,1.146952380952381
SBPA,TXIT,2019-06-30,67,153.26000000000005,2.287462686567165
SBKP,TXIT,2019-06-30,120,340.89,2.84075
SBCF,TXIT,2019-06-30,119,235.48999999999998,1.97890756302521
SBRJ,TXIT,2019-08-16,139,578.8300000000003,4.164244604316549
SBSP,TXIT,2019-08-16,247,1379.7799999999995,5.586153846153844
SBBR,TXIT,2019-08-16,169,782.15,4.62810650887574
SBCF,TXIT,2019-08-16,144,466.14999999999986,3.237152777777777
SBPA,TXIT,2019-08-16,103,436.6,4.238834951456311
SBCT,TXIT,2019-08-16,93,352.19,3.786989247311828
SBGR,TXIT,2019-08-17,358,1694.339999999999,4.732793296089382
SBCF,TXIT,2019-08-17,125,386.59999999999985,3.0927999999999987
SBGL,TXIT,2019-08-17,113,560.2599999999999,4.9580530973451316
SBKP,TXIT,2019-08-17,146,391.6299999999999,2.6823972602739716
SBSP,TXIT,2019-08-17,181,1082.7600000000002,5.982099447513813
SBRJ,TXIT,2019-08-17,95,466.9999999999999,4.915789473684209
SBPA,TXIT,2019-08-17,79,338.96,4.290632911392405
SBCT,TXIT,2019-08-17,70,248.08000000000004,3.5440000000000005
SBBR,TXIT,2019-08-17,124,624.09,5.032983870967742
SBSV,TXIT,2019-08-17,69,299.85999999999996,4.345797101449275
SBCF,TXIT,2019-08-18,116,363.19999999999993,3.1310344827586203
SBGR,TXIT,2019-08-18,311,1685.2999999999997,5.418971061093247
SBKP,TXIT,2019-08-18,122,324.4499999999999,2.659426229508196
SBRJ,TXIT,2019-08-18,97,465.71,4.801134020618557
SBSP,TXIT,2019-08-18,182,849.7599999999999,4.669010989010989
SBCT,TXIT,2019-08-18,69,282.4099999999999,4.0928985507246365
SBBR,TXIT,2019-08-18,116,658.89,5.680086206896552
SBGL,TXIT,2019-08-18,107,872.8699999999999,8.157663551401868
SBPA,TXIT,2019-08-18,82,384.44999999999993,4.688414634146341
SBSV,TXIT,2019-08-18,66,366.93,5.559545454545455
SBGR,TXIT,2019-08-19,364,2093.9800000000005,5.752692307692309
SBCT,TXIT,2019-08-19,89,361.6900000000001,4.063932584269664
SBGL,TXIT,2019-08-19,114,939.5900000000003,8.242017543859651
SBRJ,TXIT,2019-08-19,129,639.06,4.953953488372092
SBKP,TXIT,2019-08-19,163,368.2200000000001,2.259018404907976
SBSP,TXIT,2019-08-19,243,1139.8899999999992,4.690905349794235
SBBR,TXIT,2019-08-19,174,856.95,4.925
SBCF,TXIT,2019-08-19,141,463.4900000000003,3.287163120567378
SBPA,TXIT,2019-08-19,99,444.7100000000001,4.492020202020203
SBSV,TXIT,2019-08-19,70,348.23,4.974714285714286
SBSP,TXIT,2019-08-20,242,1309.5399999999997,5.411322314049586
SBKP,TXIT,2019-08-20,165,484.79999999999984,2.938181818181817
SBCF,TXIT,2019-08-20,142,373.74,2.6319718309859157
SBRJ,TXIT,2019-08-20,126,643.8800000000002,5.110158730158732
SBGR,TXIT,2019-08-20,359,1604.0699999999997,4.468161559888578
SBBR,TXIT,2019-08-20,166,623.24,3.7544578313253014
SBCT,TXIT,2019-08-20,86,257.45000000000005,2.993604651162791
SBGL,TXIT,2019-08-20,105,656.0199999999998,6.247809523809521
SBPA,TXIT,2019-08-20,95,377.72,3.9760000000000004
SBSV,TXIT,2019-08-20,67,262.1,3.911940298507463
SBRJ,TXIT,2019-08-21,135,637.8400000000001,4.724740740740742
SBGL,TXIT,2019-08-21,112,902.0700000000002,8.05419642857143
SBGR,TXIT,2019-08-21,365,1754.5799999999992,4.807068493150683
SBSP,TXIT,2019-08-21,244,1257.7700000000002,5.154795081967214
SBCF,TXIT,2019-08-21,140,474.39999999999986,3.3885714285714275
SBKP,TXIT,2019-08-21,158,452.42000000000024,2.863417721518989
SBBR,TXIT,2019-08-21,166,932.5299999999997,5.617650602409637
SBPA,TXIT,2019-08-21,102,516.5899999999999,5.064607843137254
SBSV,TXIT,2019-08-21,70,352.05999999999995,5.0294285714285705
SBCT,TXIT,2019-08-21,88,323.15000000000003,3.672159090909091
SBGL,TXIT,2019-08-22,108,848.7799999999999,7.859074074074073
SBGR,TXIT,2019-08-22,358,1567.2099999999998,4.377681564245809
SBCF,TXIT,2019-08-22,138,347.32000000000005,2.516811594202899
SBSP,TXIT,2019-08-22,245,1325.05,5.408367346938776
SBKP,TXIT,2019-08-22,169,336.38000000000005,1.9904142011834323
SBRJ,TXIT,2019-08-22,134,836.13,6.239776119402985
SBSV,TXIT,2019-08-22,69,282.2100000000001,4.090000000000002
