AIRPORT,PHASE,DATE,FLTS,SUM_TXXT,SUM_REF,AVG_ADD_TIME
LEMD,ARR,2019-10,18407,149245.1,116701.35083333332,1.768009407652886
LEMD,ARR,2019-11,15880,138820.63333333333,105596.94666666668,2.0921717044500414
LEMD,ARR,2019-12,16963,143901.1,109539.36541666668,2.0256873538485727
LEMD,ARR,2020-01,16471,133897.61666666667,103269.1975,1.8595361038593088
LEMD,ARR,2020-02,15488,123099.76666666666,96237.05833333332,1.7344207343319555
LEMD,ARR,2020-03,9821,76321.73333333334,59317.14833333333,1.731451481519194
LEMD,ARR,2020-04,1165,8966.466666666667,6869.6866666666665,1.799811158798284
LEMD,ARR,2020-05,1369,10630.983333333334,7613.882083333333,2.203872352081812
LEMD,ARR,2020-06,1772,15535.183333333332,11247.647916666669,2.419602379608728
LEMD,ARR,2020-07,5213,48884.63333333333,36365.980833333335,2.4014295990792243
LEMD,ARR,2020-08,7497,63474.816666666666,50729.63333333333,1.700037792894936
LEMD,ARR,2020-09,6105,51821,40934.32958333333,1.7832383974883976
LEMD,ARR,2020-10,5550,46942.8,36878.965416666666,1.8133035285285293
LEMD,ARR,2020-11,4874,40724.86666666667,31482.708333333332,1.896216317877172
LEMD,ARR,2020-12,5920,48772.816666666666,37996.39833333333,1.820340934684685
LEMD,ARR,2021-01,4945,40301.96666666665,28260.24333333344,2.435131108864148
LEMD,ARR,2021-02,4734,41035.06666666662,32728.9679166668,1.7545624735952308
LEMD,ARR,2021-03,5510,46560.85000000022,35367.93875000011,2.0313813520871338
LEMD,ARR,2021-04,5935,49586.89999999996,39074.20958333358,1.7713041982588678
LEMD,ARR,2021-05,6869,61137.05000000007,45584.91708333354,2.264104369874295
LEMD,ARR,2021-06,8622,75789.7666666668,58039.84125000012,2.058678429212094
LEMD,ARR,2021-07,10919,94459.76666666666,72841.68791666652,1.979858846964021
LEMD,ARR,2021-08,11452,96812.55000000037,77502.89500000006,1.6861382291303095
LEMD,ARR,2021-09,11315,95420.56666666636,76036.07833333308,1.7131673295036056
LEMD,ARR,2021-10,11570,101013.73333333369,77087.34249999994,2.06796809276869
LEMD,ARR,2021-11,11818,99687.11666666657,74669.89624999998,2.1168742948609403
LEMD,ARR,2021-12,12460,105553.5833333334,80623.07708333299,2.000843198234382
LEMD,ARR,2022-01,11816,95316.84999999966,73665.1537499992,1.832404895903898
LEMD,ARR,2022-02,11072,90509.15000000013,69963.7299999999,1.8556195809248763
LEMD,ARR,2022-03,13196,112382.61666666769,86938.1041666669,1.928198886026128
LEMD,ARR,2022-04,14177,115526.98333333289,93532.4133333327,1.551426253791364
LEMD,ARR,2022-05,15127,120088.61666666652,97684.57166666676,1.4810633304686809
LEMD,ARR,2022-06,15038,128291.59999999987,103730.3879166666,1.6332765050760256
LEMD,ARR,2022-07,15837,130255.78333333318,103988.10291666718,1.6586272915745406
LEMD,ARR,2022-08,15504,126336.95000000016,102680.48833333356,1.5258295708634286
LEMD,ARR,2022-09,14371,124527.54999999976,94584.56749999906,2.083569862918426
LEMD,ARR,2022-10,15628,126106.30000000088,99395.48208333328,1.7091641871427938
LEMD,ARR,2022-11,14955,124082.183333333,96101.07666666587,1.8710201716260175
LEMD,ARR,2022-12,15346,126076.23333333406,97866.1991666666,1.8382662691689984
LFPG,ARR,2019-01,18951,184901.51666666663,141228.44333333333,2.304526058431393
LFPG,ARR,2019-02,17563,163836.55,128699.53333333334,2.000627265653171
LFPG,ARR,2019-03,19973,187056.03333333333,148205.42833333334,1.9451562108846936
LFPG,ARR,2019-04,21320,199116.71666666667,154030.26666666666,2.1147490619136966
LFPG,ARR,2019-05,21879,207529.4,162277.915,2.068261117967
LFPG,ARR,2019-06,22071,209846.96666666667,162651.78,2.1383347680969
LFPG,ARR,2019-07,23421,222465.81666666668,171428.05666666667,2.1791452115622736
LFPG,ARR,2019-08,23516,224946.25,172874.38,2.214316635482225
LFPG,ARR,2019-09,22512,216939.28333333333,167403.98666666666,2.200395196635868
LFPG,ARR,2019-10,22141,217587.88333333333,165628.54833333334,2.3467474368818024
LFPG,ARR,2019-11,19157,186687.18333333332,141665.01666666666,2.350167910772389
LFPG,ARR,2019-12,19388,190402.1,143799.58333333334,2.4036783921325906
LFPG,ARR,2020-01,18834,183334.86666666667,139818.29,2.3105329014902125
LFPG,ARR,2020-02,17829,173485.06666666668,133879.29,2.221424458279582
LFPG,ARR,2020-03,11847,112788.05,91173.66833333332,1.8244603415773333
LFPG,ARR,2020-04,2109,23655.483333333337,17694.45,2.8264738422633156
LFPG,ARR,2020-05,2924,33734,25547.54,2.7997469220246236
LFPG,ARR,2020-06,4906,51952.45,41482.21333333333,2.134169724147302
LFPG,ARR,2020-07,9478,100810.9,78139.13833333334,2.3920406907223737
LFPG,ARR,2020-08,11474,105107.06666666668,80500.77,2.144526465632444
LFPG,ARR,2020-09,9412,84861.81666666667,66878.18333333333,1.9107132738348205
LFPG,ARR,2020-10,8413,79675.9,61990.275,2.1021781766314027
LFPG,ARR,2020-11,5952,83491.23333333334,52048,5.282801299283155
LFPG,ARR,2020-12,6938,82693.56666666667,61761.66,3.016994330738925
LFPG,ARR,2021-01,6771,62754.933333333334,48750.97999999997,2.068225274454788
LFPG,ARR,2021-02,5838,54971,42741.9666666666,2.0947299303414524
LFPG,ARR,2021-03,6853,69341,54293.65833333336,2.195730580281138
LFPG,ARR,2021-04,6866,68174.70000000001,53996.14833333326,2.0650381104961775
LFPG,ARR,2021-05,7342,82720,66610.44999999994,2.194163715608834
LFPG,ARR,2021-06,8479,88037,67139.85,2.4645771907064504
LFPG,ARR,2021-07,11689,119229.78333333334,88809.04166666645,2.6025101947700304
LFPG,ARR,2021-08,12794,124760,96298.62500000007,2.224587697358131
LFPG,ARR,2021-09,11148,107221.61666666668,84086.05833333313,2.075310220069388
LFPG,ARR,2021-10,11802,117569.96666666665,90033.47666666687,2.3332053889171136
LFPG,ARR,2021-11,12512,130621,96972.72000000022,2.6892806905370668
LFPG,ARR,2021-12,13355,139245.9166666667,104572.28333333333,2.596303506801451
LFPG,ARR,2022-01,12618,124769,89216.10999999993,2.817632746869557
LFPG,ARR,2022-02,11904,116133.56666666668,82751.50166666675,2.8042729334677348
LFPG,ARR,2022-03,14908,143268,101272.71666666676,2.8169629281817303
LFPG,ARR,2022-04,16861,170610,112797.88833333354,3.4287475041021565
LFPG,ARR,2022-05,18501,183243.8,127495.60333333348,3.0132531574869756
LFPG,ARR,2022-06,18687,188695,127581.7516666668,3.2703616596207628
LFPG,ARR,2022-07,19703,204722,133561.67833333343,3.61164907205332
LFPG,ARR,2022-08,20024,204092,134089.41333333374,3.495934212278579
LFPG,ARR,2022-09,18490,189775,127572.31833333347,3.3641255633675784
LFPG,ARR,2022-10,18450,189943,127489.64166666704,3.3850058717253644
LFPG,ARR,2022-11,16887,171585,117939.11833333354,3.176756183257326
LFPG,ARR,2022-12,17509,172857.96666666665,110881.39666666696,3.5396978696670107
LIRF,ARR,2019-01,11491,111542,77802.15,2.9361978940040037
LIRF,ARR,2019-02,10726,105161,71703.4999999999,3.119289576729452
LIRF,ARR,2019-03,11945,114642,77932.72499999996,3.073191712013398
LIRF,ARR,2019-04,13138,124961,85156.97499999998,3.0296867864210704
LIRF,ARR,2019-05,13609,131518,90003.00000000022,3.0505547799250334
LIRF,ARR,2019-06,14199,139311,93871.1750000001,3.200213043172047
LIRF,ARR,2019-07,14964,150217,99905.14999999992,3.3621925955626892
LIRF,ARR,2019-08,14973,148878,98994.92499999996,3.3315350965070487
LIRF,ARR,2019-09,14017,137860,90767.75000000004,3.359652564742809
LIRF,ARR,2019-10,13174,128287,83792.6249999999,3.377438515257333
LIRF,ARR,2019-11,11185,101920,70287.14999999986,2.8281493071077457
LIRF,ARR,2019-12,11266,108706,73857.05000000015,3.0932851056275386
LIRF,ARR,2020-01,10598,101989,66311.1,3.3664748065672763
LIRF,ARR,2020-02,9679,94367,62362.025,3.306640665357991
LIRF,ARR,2020-03,4311,40134,27123.85,3.017896079795871
LIRF,ARR,2020-04,1198,12153,7196.225,4.137541736227044
LIRF,ARR,2020-05,1375,10780,7749.8,2.203781818181818
LIRF,ARR,2020-06,1777,16553,10729.85,3.276955543050084
LIRF,ARR,2020-07,3891,36550,23964.2,3.234592649704446
LIRF,ARR,2020-08,5052,49684,30578.225,3.7818240300870944
LIRF,ARR,2020-09,4337,40793,25348.825,3.56102720774729
LIRF,ARR,2020-10,4115,39890,22699.6,4.1774969623329286
LIRF,ARR,2020-11,2642,24797,14082.575,4.055422028766086
LIRF,ARR,2020-12,2714,25191,14395,3.97789240972734
LIRF,ARR,2021-01,2151,18305,12417.450000000028,2.7371222687122136
LIRF,ARR,2021-02,1903,17352,11180.774999999996,3.24289280084078
LIRF,ARR,2021-03,2241,20291,13226.02500000002,3.152599286033011
LIRF,ARR,2021-04,2800,23267,15803.975000000011,2.6653660714285667
LIRF,ARR,2021-05,3022,24490,16501.800000000014,2.6433487756452636
LIRF,ARR,2021-06,4151,36426,25064.775,2.7369850638400384
LIRF,ARR,2021-07,5827,54121,38363.42499999997,2.704234597563074
LIRF,ARR,2021-08,6857,62364,45211.57499999996,2.5014474259880473
LIRF,ARR,2021-09,6066,54613,39563.99999999995,2.480877019452694
LIRF,ARR,2021-10,5707,56623,39874.69999999996,2.934694235149823
LIRF,ARR,2021-11,5881,54415,39338.999999999985,2.5635096072096606
LIRF,ARR,2021-12,6205,60518,42127.62500000002,2.9637993553585784
LIRF,ARR,2022-01,5658,57715,35031.19999999997,4.009155178508313
LIRF,ARR,2022-02,5146,52295,32607.65000000002,3.825757870190435
LIRF,ARR,2022-03,6667,65900,42415.449999999946,3.522506374681274
LIRF,ARR,2022-04,8869,85961,53848.324999999946,3.6207774269929023
LIRF,ARR,2022-05,9445,96928,57786.37499999996,4.144163578613027
LIRF,ARR,2022-06,10044,104271,63556.67499999979,4.053596674631642
LIRF,ARR,2022-07,10576,107251,66450.97499999992,3.8577935892587063
LIRF,ARR,2022-08,10949,107947,69105.74999999997,3.547470088592568
LIRF,ARR,2022-09,10748,106339,67583.1999999999,3.605861555638268
LIRF,ARR,2022-10,10235,106186,64308.64999999993,4.091582804103573
LIRF,ARR,2022-11,8363,84452,54795.02499999988,3.5462124835585462
LSZH,ARR,2019-01,10811,59896.51666666667,43486.38375,1.5179107313538682
LSZH,ARR,2019-02,9814,53524.38333333333,39856.90416666667,1.3926512295360367
LSZH,ARR,2019-03,11013,55324.13333333333,41069.62458333333,1.294334763461364
LSZH,ARR,2019-04,11618,62164.433333333334,46808.325,1.3217514489011308
LSZH,ARR,2019-05,12196,65671.23333333334,49247.29125,1.3466662908603917
LSZH,ARR,2019-06,12341,66334.66666666667,49926.3625,1.3295765470113174
LSZH,ARR,2019-07,12852,70179.71666666666,51869.580416666664,1.4246915849673198
LSZH,ARR,2019-08,12607,70047.51666666666,51233.486666666664,1.492347901959229
LSZH,ARR,2019-09,12170,67239.68333333333,49228.72833333333,1.4799470008216928
LSZH,ARR,2019-10,11980,64367.76666666667,48568.39958333333,1.3188119435169732
LSZH,ARR,2019-11,9886,53012.76666666667,40479.32166666667,1.2677973902488366
LSZH,ARR,2019-12,10063,54016.3,40363.93375,1.356689481268012
LSZH,ARR,2020-01,10277,56678.75,42467.222916666666,1.3828478236190849
LSZH,ARR,2020-02,9302,46966.6,34881.3125,1.2992138787357557
LSZH,ARR,2020-03,5475,28663.183333333334,21705.884583333333,1.270739497716895
LSZH,ARR,2020-04,928,5984,4122.953333333333,2.005438218390805
LSZH,ARR,2020-05,1499,8948.466666666667,6094.9695833333335,1.903600455859462
LSZH,ARR,2020-06,2517,14256.45,9775.284166666666,1.7803598861078007
LSZH,ARR,2020-07,4909,26982.616666666665,18865.788333333338,1.6534586134311124
LSZH,ARR,2020-08,5415,30009.666666666668,21232.955,1.6208147122191443
LSZH,ARR,2020-09,4759,28074.7,18860.1,1.9362471107375503
LSZH,ARR,2020-10,4174,23690,16583.848333333335,1.7024800351381564
LSZH,ARR,2020-11,2795,17657.166666666668,11395.952083333334,2.2401483303518193
LSZH,ARR,2020-12,3196,19563.6,12973.52625,2.061975516270337
LSZH,ARR,2021-01,2425,15943.599999999997,10778.260000000024,2.1300371134020497
LSZH,ARR,2021-02,2107,12986.733333333332,9362.234583333347,1.7202177266255263
LSZH,ARR,2021-03,2607,15660.600000000017,11307.08125000006,1.6699343114691052
LSZH,ARR,2021-04,3083,18027.73333333336,13356.759166666769,1.5150743323602311
LSZH,ARR,2021-05,3651,20877.366666666618,15091.78208333344,1.5846575139230823
LSZH,ARR,2021-06,4683,26552.08333333331,19803.60333333327,1.4410591501174546
LSZH,ARR,2021-07,7122,38999.449999999975,29192.94624999938,1.3769311639989603
LSZH,ARR,2021-08,7656,41625.43333333343,30831.28666666607,1.4098937652386831
LSZH,ARR,2021-09,7519,41118.95,30899.148333332734,1.359196923349816
LSZH,ARR,2021-10,7775,43397.83333333335,31847.59624999921,1.4855610396571242
LSZH,ARR,2021-11,6116,34260.86666666667,25665.043749999615,1.4054648326793744
LSZH,ARR,2021-12,6452,35960.7,26671.454166666277,1.439746719363565
LSZH,ARR,2022-01,6343,44755.149999999885,23733.382916666465,3.314167914761693
LSZH,ARR,2022-02,5770,30872.266666666703,20693.854166666617,1.7640229636048677
LSZH,ARR,2022-03,7295,60046.00000000003,28019.58333333291,4.390187342929009
LSZH,ARR,2022-04,8902,47243.616666666974,33467.71874999935,1.5475059443571806
LSZH,ARR,2022-05,10103,54995.516666666714,38364.9924999993,1.6460976112706536
