ICAO,YEAR,MOF,AC_CLASS,AP_C_RWY,C100_SECT,N,N_VALID,TOT_A100,TOT_REF,TOT_ADD
EHAM,2021,9,MJ,22,NA,32,0,0,0,0
EHAM,2021,9,MJ,24,"(0,70]",20,20,469.9,432.00000000000017,37.89999999999998
EHAM,2021,9,MJ,24,"(150,250]",7,7,182.93333333333337,192.03333333333336,-9.100000000000026
EHAM,2021,9,MJ,24,"(250,310]",2,2,49.06666666666666,49.86,-0.793333333333333
EHAM,2021,9,MJ,24,"(70,150]",28,28,673.1666666666667,608.9066666666666,64.26000000000012
EHAM,2021,9,MJ,24,NA,2,0,0,0,0
EHAM,2021,9,MJ,27,"(0,70]",148,148,3435.7666666666664,3117.866666666659,317.90000000000043
EHAM,2021,9,MJ,27,"(150,250]",141,141,4006.316666666667,3696.5500000000034,309.76666666666677
EHAM,2021,9,MJ,27,"(250,310]",36,36,950.1666666666664,911.8800000000005,38.28666666666672
EHAM,2021,9,MJ,27,"(310,360]",3,3,94.2,77.53000000000002,16.66999999999999
EHAM,2021,9,MJ,27,"(70,150]",329,329,7885.433333333337,7078.983333333319,806.4500000000005
EHAM,2021,9,MJ,27,NA,14,0,0,0,0
EHAM,2021,9,MJ,36C,"(0,70]",6,6,176.25,160.60000000000002,15.649999999999988
EHAM,2021,9,MJ,36C,"(150,250]",135,135,3401.933333333333,2985.7500000000005,416.1833333333332
EHAM,2021,9,MJ,36C,"(250,310]",54,54,1488.1166666666668,1332.0000000000002,156.11666666666656
EHAM,2021,9,MJ,36C,"(310,360]",13,13,362.0333333333333,337.95666666666665,24.07666666666672
EHAM,2021,9,MJ,36C,"(70,150]",6,6,159.51666666666665,141.5,18.016666666666673
EHAM,2021,9,MJ,36C,NA,6,0,0,0,0
EHAM,2021,9,MJ,36R,"(0,70]",521,521,12769.483333333344,12321.649999999883,447.8333333333344
EHAM,2021,9,MJ,36R,"(150,250]",289,289,6544.716666666663,6280.933333333339,263.78333333333313
EHAM,2021,9,MJ,36R,"(250,310]",77,77,1991.7833333333328,1872.38333333333,119.40000000000032
EHAM,2021,9,MJ,36R,"(310,360]",7,7,190.7,192.96666666666664,-2.2666666666666373
EHAM,2021,9,MJ,36R,"(70,150]",1078,1078,26853.63333333334,26267.266666666044,586.3666666666663
EHAM,2021,9,MJ,36R,NA,57,0,0,0,0
EHAM,2021,9,MT,18R,"(70,150]",1,1,26.25,27.813333333333333,-1.5633333333333326
EHAM,2021,9,MT,27,"(70,150]",1,1,28.7,25.96,2.7399999999999984
EHAM,2021,9,ZZ,04,NA,7,0,0,0,0
EHAM,2021,9,ZZ,06,"(150,250]",1,0,21.816666666666663,0,0
EHAM,2021,9,ZZ,18R,"(150,250]",3,0,88.03333333333333,0,0
EHAM,2021,9,ZZ,22,NA,7,0,0,0,0
EHAM,2021,9,ZZ,36C,"(150,250]",1,0,24.783333333333335,0,0
EHAM,2021,10,H,06,"(0,70]",22,22,567.6833333333334,556.3066666666668,11.37666666666662
EHAM,2021,10,H,06,"(150,250]",18,18,388.56666666666666,368.0999999999999,20.46666666666668
EHAM,2021,10,H,06,"(250,310]",89,89,1949.9666666666672,1833.3999999999971,116.56666666666652
EHAM,2021,10,H,06,"(310,360]",4,4,91.55,87.22666666666666,4.323333333333341
EHAM,2021,10,H,06,"(70,150]",34,34,892.1833333333334,855.0999999999996,37.08333333333338
EHAM,2021,10,H,06,NA,6,0,0,0,0
EHAM,2021,10,H,18C,"(0,70]",78,78,1974.3333333333337,1768.0000000000018,206.33333333333317
EHAM,2021,10,H,18C,"(150,250]",8,8,199.96666666666667,202.8,-2.833333333333343
EHAM,2021,10,H,18C,"(250,310]",66,66,1528,1411.9600000000012,116.04000000000016
EHAM,2021,10,H,18C,"(310,360]",6,6,123.38333333333335,125.42,-2.0366666666666617
EHAM,2021,10,H,18C,"(70,150]",253,253,6469.983333333334,6008.75,461.2333333333331
EHAM,2021,10,H,18C,NA,16,0,0,0,0
EHAM,2021,10,H,18R,"(0,70]",246,246,6195.499999999996,5690.799999999986,504.7000000000001
EHAM,2021,10,H,18R,"(150,250]",142,142,3586.5166666666655,3452.9666666666594,133.55000000000055
EHAM,2021,10,H,18R,"(250,310]",903,903,20527.94999999999,19008.14999999968,1519.8000000000004
EHAM,2021,10,H,18R,"(310,360]",49,49,1232.3833333333337,1071.7933333333335,160.58999999999992
EHAM,2021,10,H,18R,"(70,150]",353,353,9103.466666666664,8448.466666666676,654.9999999999994
EHAM,2021,10,H,18R,NA,44,0,0,0,0
EHAM,2021,10,H,22,"(0,70]",3,3,78.68333333333334,64.39999999999999,14.28333333333334
EHAM,2021,10,H,22,"(150,250]",2,2,55.41666666666667,53.193333333333335,2.2233333333333327
EHAM,2021,10,H,22,"(250,310]",17,17,494.4500000000001,423.92333333333335,70.52666666666667
EHAM,2021,10,H,22,"(310,360]",1,1,37.333333333333336,24.916666666666668,12.416666666666668
EHAM,2021,10,H,22,"(70,150]",6,6,161.71666666666667,137.46,24.25666666666666
EHAM,2021,10,H,22,NA,2,0,0,0,0
EHAM,2021,10,H,24,"(150,250]",1,1,42.61666666666667,33.78333333333333,8.833333333333336
EHAM,2021,10,H,24,"(250,310]",3,3,112.6,73.89,38.71000000000001
EHAM,2021,10,H,24,"(70,150]",2,2,75.2,51.46,23.74
EHAM,2021,10,H,27,"(0,70]",66,66,1516.1333333333328,1383.8000000000009,132.33333333333346
EHAM,2021,10,H,27,"(150,250]",23,23,641.8333333333331,585.1966666666667,56.63666666666663
EHAM,2021,10,H,27,"(250,310]",132,132,3698.9333333333334,3278.000000000005,420.9333333333336
EHAM,2021,10,H,27,"(310,360]",10,10,295.26666666666665,247.0666666666666,48.20000000000004
EHAM,2021,10,H,27,"(70,150]",140,140,3488.833333333333,3012.3333333333417,476.5000000000003
EHAM,2021,10,H,27,NA,6,0,0,0,0
EHAM,2021,10,H,36C,"(0,70]",23,23,585.0333333333334,566.3366666666667,18.696666666666623
EHAM,2021,10,H,36C,"(150,250]",12,12,259.55,256.8,2.750000000000014
EHAM,2021,10,H,36C,"(250,310]",84,84,2008.8666666666663,2062.1999999999975,-53.33333333333343
EHAM,2021,10,H,36C,"(310,360]",23,23,560.0166666666668,601.5266666666664,-41.51000000000006
EHAM,2021,10,H,36C,"(70,150]",20,20,489.25000000000006,470.33333333333314,18.916666666666693
EHAM,2021,10,H,36C,NA,4,0,0,0,0
EHAM,2021,10,H,36R,"(0,70]",8,8,235.13333333333333,185.33333333333331,49.79999999999998
EHAM,2021,10,H,36R,"(150,250]",6,6,167.85,127.7,40.14999999999999
EHAM,2021,10,H,36R,"(250,310]",28,28,772.7499999999998,686.9333333333334,85.8166666666666
EHAM,2021,10,H,36R,"(310,360]",3,3,75.31666666666666,79.96999999999998,-4.653333333333322
EHAM,2021,10,H,36R,"(70,150]",31,31,923.6833333333332,742.9666666666667,180.71666666666673
EHAM,2021,10,H,36R,NA,1,0,0,0,0
EHAM,2021,10,H,HEL,NA,1,0,0,0,0
EHAM,2021,10,HEL,04,NA,18,0,0,0,0
EHAM,2021,10,HEL,06,NA,3,0,0,0,0
EHAM,2021,10,HEL,22,NA,69,0,0,0,0
EHAM,2021,10,HEL,27,NA,1,0,0,0,0
EHAM,2021,10,HEL,HEL,NA,80,0,0,0,0
EHAM,2021,10,LJ,04,"(0,70]",1,1,27.383333333333333,24.503333333333337,2.8799999999999955
EHAM,2021,10,LJ,04,"(150,250]",8,8,200.98333333333335,182.02666666666667,18.956666666666635
EHAM,2021,10,LJ,04,"(250,310]",3,3,84.18333333333332,72.64,11.543333333333326
EHAM,2021,10,LJ,04,"(70,150]",5,5,150.81666666666666,125.43333333333332,25.38333333333336
EHAM,2021,10,LJ,06,"(150,250]",1,1,22.2,23.68333333333333,-1.4833333333333307
EHAM,2021,10,LJ,06,"(310,360]",1,0,25.316666666666663,0,0
EHAM,2021,10,LJ,06,"(70,150]",1,1,27.2,26.8,0.3999999999999986
EHAM,2021,10,LJ,18C,"(0,70]",1,0,21.066666666666663,0,0
EHAM,2021,10,LJ,18R,"(150,250]",6,6,166.15000000000003,160.32,5.830000000000009
EHAM,2021,10,LJ,18R,"(250,310]",2,2,48.56666666666666,49.24666666666667,-0.6800000000000033
EHAM,2021,10,LJ,18R,"(70,150]",1,1,25.4,24.96,0.4399999999999977
EHAM,2021,10,LJ,18R,NA,3,0,0,0,0
EHAM,2021,10,LJ,22,"(0,70]",10,10,237.05,216.56666666666663,20.483333333333373
EHAM,2021,10,LJ,22,"(150,250]",66,66,1857.1166666666677,1732.5,124.6166666666667
EHAM,2021,10,LJ,22,"(250,310]",23,23,608.0333333333333,563.1933333333335,44.84000000000004
EHAM,2021,10,LJ,22,"(310,360]",2,2,47.733333333333334,46.186666666666675,1.5466666666666598
EHAM,2021,10,LJ,22,"(70,150]",39,39,966.1333333333332,866.9700000000004,99.16333333333333
EHAM,2021,10,LJ,22,NA,23,0,0,0,0
EHAM,2021,10,LJ,27,"(0,70]",1,1,30.1,23.523333333333333,6.576666666666668
EHAM,2021,10,LJ,27,"(150,250]",6,6,192.45,164.00000000000003,28.449999999999985
EHAM,2021,10,LJ,27,"(250,310]",2,2,56.05,55.133333333333326,0.9166666666666714
EHAM,2021,10,LJ,27,"(70,150]",1,1,27.05,23.35333333333333,3.696666666666669
EHAM,2021,10,LJ,27,NA,4,0,0,0,0
EHAM,2021,10,LJ,36C,"(150,250]",2,2,50.36666666666667,50.866666666666674,-0.5000000000000071
EHAM,2021,10,LJ,36R,"(150,250]",2,2,55.78333333333333,44.46666666666667,11.316666666666665
EHAM,2021,10,LP,04,"(150,250]",1,1,37.3,26.993333333333336,10.30666666666666
EHAM,2021,10,LP,04,NA,2,0,0,0,0
EHAM,2021,10,LP,06,NA,1,0,0,0,0
EHAM,2021,10,LP,18R,"(70,150]",1,0,41.36666666666667,0,0
EHAM,2021,10,LP,18R,NA,1,0,0,0,0
EHAM,2021,10,LP,22,"(150,250]",4,4,195.35,192.82666666666665,2.5233333333333476
EHAM,2021,10,LP,22,"(250,310]",1,1,42.81666666666667,45.03,-2.213333333333331
EHAM,2021,10,LP,22,NA,22,0,0,0,0
EHAM,2021,10,LT,04,"(150,250]",4,4,104.9,105.93333333333334,-1.033333333333335
EHAM,2021,10,LT,04,NA,4,0,0,0,0
EHAM,2021,10,LT,06,"(150,250]",1,1,31.816666666666663,22.403333333333332,9.413333333333334
EHAM,2021,10,LT,06,NA,1,0,0,0,0
EHAM,2021,10,LT,18R,"(150,250]",2,2,61.58333333333333,65.66,-4.076666666666668
EHAM,2021,10,LT,18R,NA,3,0,0,0,0
EHAM,2021,10,LT,22,"(150,250]",15,15,503.7999999999999,450.39999999999986,53.400000000000034
EHAM,2021,10,LT,22,"(250,310]",5,5,138.04999999999998,132.63333333333333,5.416666666666664
EHAM,2021,10,LT,22,"(70,150]",5,5,140.38333333333333,122.88333333333334,17.49999999999999
EHAM,2021,10,LT,22,NA,42,0,0,0,0
EHAM,2021,10,LT,24,NA,2,0,0,0,0
EHAM,2021,10,LT,27,NA,3,0,0,0,0
EHAM,2021,10,LT,36R,"(0,70]",1,1,45.6,27.003333333333337,18.596666666666664
EHAM,2021,10,LT,36R,NA,1,0,0,0,0
EHAM,2021,10,MJ,04,"(0,70]",3,3,65.41666666666667,69.19,-3.7733333333333334
EHAM,2021,10,MJ,04,"(150,250]",15,15,344.70000000000005,312.4499999999999,32.25000000000003
EHAM,2021,10,MJ,04,"(250,310]",6,6,143.23333333333335,136.48000000000002,6.753333333333316
EHAM,2021,10,MJ,04,"(310,360]",1,1,25.416666666666668,24.57,0.8466666666666676
EHAM,2021,10,MJ,04,"(70,150]",7,7,195.65,164.38333333333333,31.266666666666655
EHAM,2021,10,MJ,04,NA,8,0,0,0,0
EHAM,2021,10,MJ,06,"(0,70]",42,42,1082.3333333333333,1047.9000000000008,34.433333333333366
EHAM,2021,10,MJ,06,"(150,250]",324,324,7100.733333333336,6636.60000000001,464.133333333333
EHAM,2021,10,MJ,06,"(250,310]",101,101,2321.1833333333343,2149.616666666665,171.5666666666665
EHAM,2021,10,MJ,06,"(310,360]",7,7,173.03333333333333,158.3166666666667,14.71666666666666
EHAM,2021,10,MJ,06,"(70,150]",197,197,5273.266666666667,5020.21666666666,253.04999999999995
EHAM,2021,10,MJ,06,NA,20,0,0,0,0
EHAM,2021,10,MJ,18C,"(0,70]",783,783,19794.76666666665,17891.55000000009,1903.2166666666665
EHAM,2021,10,MJ,18C,"(150,250]",231,231,6414.750000000002,6102.250000000014,312.4999999999997
EHAM,2021,10,MJ,18C,"(250,310]",65,65,1493.0333333333335,1427.8333333333342,65.20000000000012
EHAM,2021,10,MJ,18C,"(310,360]",14,14,324.0833333333333,294,30.083333333333332
EHAM,2021,10,MJ,18C,"(70,150]",1405,1405,37052.533333333304,33743.41666666653,3309.1166666666672
EHAM,2021,10,MJ,18C,NA,69,0,0,0,0
EHAM,2021,10,MJ,18R,"(0,70]",515,515,12496.233333333334,11493.083333333438,1003.1500000000024
EHAM,2021,10,MJ,18R,"(150,250]",2552,2552,68402.43333333322,63800,4602.433333333321
EHAM,2021,10,MJ,18R,"(250,310]",1150,1150,27291.416666666675,24820.833333333045,2470.583333333334
EHAM,2021,10,MJ,18R,"(310,360]",125,125,3266.4000000000005,2870.833333333336,395.5666666666668
EHAM,2021,10,MJ,18R,"(70,150]",1687,1687,43411.24999999995,39785.08333333338,3626.1666666666656
EHAM,2021,10,MJ,18R,NA,172,0,0,0,0
EHAM,2021,10,MJ,22,"(0,70]",108,108,2768.050000000001,2367.0000000000005,401.04999999999984
EHAM,2021,10,MJ,22,"(150,250]",247,247,7083.200000000001,6496.923333333323,586.2766666666664
EHAM,2021,10,MJ,22,"(250,310]",94,94,2527.933333333333,2248.166666666668,279.7666666666665
EHAM,2021,10,MJ,22,"(310,360]",8,8,220.73333333333332,189.2,31.533333333333346
EHAM,2021,10,MJ,22,"(70,150]",289,289,7342.750000000002,6497.683333333341,845.0666666666663
EHAM,2021,10,MJ,22,NA,59,0,0,0,0
EHAM,2021,10,MJ,24,"(0,70]",1,1,25.683333333333337,21.6,4.083333333333332
EHAM,2021,10,MJ,24,"(150,250]",2,2,57.63333333333333,54.866666666666674,2.7666666666666586
EHAM,2021,10,MJ,24,"(310,360]",1,1,27.516666666666666,26.01,1.5066666666666642
EHAM,2021,10,MJ,24,"(70,150]",5,5,124,108.73333333333332,15.266666666666683
EHAM,2021,10,MJ,27,"(0,70]",379,379,8536.783333333331,7984.266666666645,552.5166666666682
EHAM,2021,10,MJ,27,"(150,250]",371,371,10802.200000000004,9726.3833333333,1075.8166666666668
EHAM,2021,10,MJ,27,"(250,310]",161,161,4322.6833333333325,4078.129999999992,244.5533333333336
EHAM,2021,10,MJ,27,"(310,360]",12,12,336.45,310.1200000000001,26.32999999999995
EHAM,2021,10,MJ,27,"(70,150]",768,768,18301.49999999997,16524.79999999988,1776.6999999999998
EHAM,2021,10,MJ,27,NA,60,0,0,0,0
EHAM,2021,10,MJ,36C,"(0,70]",13,13,334.9,347.9666666666667,-13.066666666666702
EHAM,2021,10,MJ,36C,"(150,250]",437,437,10700.95,9664.98333333337,1035.966666666665
EHAM,2021,10,MJ,36C,"(250,310]",172,172,4396.2333333333345,4242.666666666658,153.56666666666644
EHAM,2021,10,MJ,36C,"(310,360]",36,36,952.5999999999998,935.88,16.720000000000134
EHAM,2021,10,MJ,36C,"(70,150]",85,85,2150.266666666667,2004.5833333333308,145.6833333333334
EHAM,2021,10,MJ,36C,NA,25,0,0,0,0
EHAM,2021,10,MJ,36R,"(0,70]",63,63,1769.4000000000003,1489.9500000000012,279.45000000000005
EHAM,2021,10,MJ,36R,"(150,250]",87,87,2156.033333333333,1890.800000000001,265.2333333333332
EHAM,2021,10,MJ,36R,"(250,310]",37,37,975.9833333333332,899.7166666666658,76.2666666666668
EHAM,2021,10,MJ,36R,"(310,360]",5,5,132.71666666666667,137.83333333333331,-5.116666666666646
EHAM,2021,10,MJ,36R,"(70,150]",152,152,4403.816666666663,3703.733333333337,700.0833333333328
EHAM,2021,10,MJ,36R,NA,10,0,0,0,0
EHAM,2021,10,MT,18R,"(70,150]",3,3,88.93333333333334,83.44,5.493333333333336
EHAM,2021,10,MT,22,"(70,150]",1,1,25.5,27.5,-2
EHAM,2021,10,MT,27,"(150,250]",1,1,32.85,31.483333333333334,1.3666666666666671
EHAM,2021,10,ZZ,04,NA,5,0,0,0,0
EHAM,2021,10,ZZ,18R,"(150,250]",1,0,29.816666666666663,0,0
EHAM,2021,10,ZZ,18R,NA,1,0,0,0,0
EHAM,2021,10,ZZ,22,NA,13,0,0,0,0
EHAM,2021,10,ZZ,27,"(70,150]",1,0,29.7,0,0
EHAM,2021,11,H,06,"(0,70]",101,101,2651.2166666666667,2553.9533333333356,97.26333333333314
EHAM,2021,11,H,06,"(150,250]",57,57,1263.2333333333331,1165.6500000000012,97.5833333333334
EHAM,2021,11,H,06,"(250,310]",291,291,6482.7666666666655,5994.600000000021,488.16666666666623
EHAM,2021,11,H,06,"(310,360]",34,34,810.9,741.4266666666662,69.47333333333341
EHAM,2021,11,H,06,"(70,150]",105,105,2815.566666666666,2640.750000000005,174.81666666666675
EHAM,2021,11,H,06,NA,17,0,0,0,0
EHAM,2021,11,H,18C,"(0,70]",78,78,1881.333333333333,1768.0000000000018,113.3333333333332
EHAM,2021,11,H,18C,"(150,250]",5,5,134.23333333333332,126.75,7.483333333333324
EHAM,2021,11,H,18C,"(250,310]",40,40,907.1333333333334,855.7333333333328,51.40000000000009
EHAM,2021,11,H,18C,"(310,360]",9,9,197.33333333333331,188.13,9.203333333333344
EHAM,2021,11,H,18C,"(70,150]",124,124,3109.4333333333348,2945,164.4333333333334
EHAM,2021,11,H,18C,NA,7,0,0,0,0
EHAM,2021,11,H,18R,"(0,70]",219,219,5344.816666666668,5066.199999999989,278.6166666666668
EHAM,2021,11,H,18R,"(150,250]",120,120,3128.3166666666666,2917.999999999994,210.31666666666715
EHAM,2021,11,H,18R,"(250,310]",655,655,14626.750000000022,13787.749999999856,838.9999999999986
EHAM,2021,11,H,18R,"(310,360]",61,61,1430.8333333333326,1334.273333333335,96.5599999999999
EHAM,2021,11,H,18R,"(70,150]",289,289,7339.666666666668,6916.733333333349,422.9333333333324
EHAM,2021,11,H,18R,NA,44,0,0,0,0
EHAM,2021,11,H,22,"(250,310]",1,1,24.016666666666666,24.936666666666667,-0.9200000000000016
EHAM,2021,11,H,22,"(70,150]",8,8,178.33333333333334,183.28,-4.946666666666669
EHAM,2021,11,H,27,"(0,70]",58,58,1353.033333333333,1216.0666666666673,136.96666666666675
EHAM,2021,11,H,27,"(150,250]",21,21,604.9166666666667,534.31,70.60666666666664
EHAM,2021,11,H,27,"(250,310]",103,103,2712.2833333333333,2557.833333333334,154.45000000000016
EHAM,2021,11,H,27,"(310,360]",11,11,334.7666666666667,271.77333333333326,62.99333333333337
EHAM,2021,11,H,27,"(70,150]",95,95,2341.3833333333346,2044.083333333332,297.3000000000003
EHAM,2021,11,H,27,NA,7,0,0,0,0
EHAM,2021,11,H,36C,"(0,70]",6,6,158.48333333333332,147.74,10.743333333333323
EHAM,2021,11,H,36C,"(150,250]",8,8,201.40000000000003,171.20000000000002,30.200000000000017
EHAM,2021,11,H,36C,"(250,310]",61,61,1574.9333333333334,1497.5499999999984,77.38333333333333
EHAM,2021,11,H,36C,"(310,360]",5,5,124.41666666666666,130.76666666666668,-6.3500000000000085
EHAM,2021,11,H,36C,"(70,150]",4,4,100.2,94.06666666666666,6.133333333333336
EHAM,2021,11,H,36C,NA,1,0,0,0,0
EHAM,2021,11,H,36R,"(0,70]",58,58,1439.583333333333,1343.666666666667,95.9166666666666
EHAM,2021,11,H,36R,"(150,250]",6,6,145.58333333333334,127.7,17.883333333333322
EHAM,2021,11,H,36R,"(250,310]",25,25,644.5999999999999,613.3333333333335,31.26666666666661
EHAM,2021,11,H,36R,"(70,150]",97,97,2500.933333333332,2324.7666666666687,176.16666666666688
EHAM,2021,11,H,36R,NA,3,0,0,0,0
EHAM,2021,11,HEL,04,NA,31,0,0,0,0
EHAM,2021,11,HEL,22,NA,65,0,0,0,0
EHAM,2021,11,HEL,24,NA,1,0,0,0,0
EHAM,2021,11,HEL,HEL,NA,75,0,0,0,0
EHAM,2021,11,LJ,04,"(0,70]",2,2,62.75,49.006666666666675,13.743333333333329
EHAM,2021,11,LJ,04,"(150,250]",17,17,429.45,386.8066666666667,42.64333333333326
EHAM,2021,11,LJ,04,"(250,310]",8,8,199.4,193.70666666666668,5.693333333333321
EHAM,2021,11,LJ,04,"(70,150]",4,4,99.11666666666666,100.34666666666664,-1.2299999999999862
EHAM,2021,11,LJ,04,NA,6,0,0,0,0
EHAM,2021,11,LJ,06,"(150,250]",2,2,54.15,47.36666666666666,6.7833333333333385
EHAM,2021,11,LJ,06,NA,1,0,0,0,0
EHAM,2021,11,LJ,18C,"(70,150]",1,1,27.2,28.690000000000005,-1.4900000000000055
EHAM,2021,11,LJ,18C,NA,1,0,0,0,0
EHAM,2021,11,LJ,18R,"(150,250]",2,2,54.483333333333334,53.44,1.043333333333333
EHAM,2021,11,LJ,18R,"(70,150]",2,2,53.55,49.92,3.629999999999999
EHAM,2021,11,LJ,22,"(0,70]",6,6,139.48333333333332,129.93999999999997,9.543333333333354
EHAM,2021,11,LJ,22,"(150,250]",41,41,1148.6000000000004,1076.25,72.35000000000002
EHAM,2021,11,LJ,22,"(250,310]",23,23,583.7833333333334,563.1933333333335,20.590000000000053
EHAM,2021,11,LJ,22,"(70,150]",24,24,559.0833333333333,533.5200000000001,25.56333333333332
EHAM,2021,11,LJ,22,NA,10,0,0,0,0
EHAM,2021,11,LJ,27,"(0,70]",1,1,22.8,23.523333333333333,-0.7233333333333327
EHAM,2021,11,LJ,27,"(150,250]",5,5,142.55,136.66666666666669,5.883333333333322
EHAM,2021,11,LJ,27,"(250,310]",3,3,92.98333333333332,82.69999999999999,10.283333333333346
EHAM,2021,11,LJ,27,"(70,150]",2,2,58.61666666666667,46.70666666666666,11.910000000000004
EHAM,2021,11,LJ,27,NA,1,0,0,0,0
EHAM,2021,11,LJ,36C,"(150,250]",1,1,27.15,25.433333333333337,1.7166666666666617
EHAM,2021,11,LJ,36R,"(0,70]",3,3,77.78333333333333,73.57999999999998,4.203333333333344
EHAM,2021,11,LJ,36R,"(150,250]",7,7,170.75,155.63333333333333,15.116666666666656
EHAM,2021,11,LJ,36R,"(70,150]",4,4,116.18333333333334,103.57333333333332,12.61000000000001
EHAM,2021,11,LJ,36R,NA,2,0,0,0,0
EHAM,2021,11,LP,04,NA,9,0,0,0,0
EHAM,2021,11,LP,06,"(250,310]",2,2,84.36666666666666,105.93333333333334,-21.566666666666674
EHAM,2021,11,LP,22,"(0,70]",1,1,52.6,28.206666666666663,24.393333333333334
EHAM,2021,11,LP,22,"(250,310]",4,4,126.75,180.12,-53.370000000000005
EHAM,2021,11,LP,22,NA,13,0,0,0,0
EHAM,2021,11,LP,27,NA,1,0,0,0,0
EHAM,2021,11,LP,36R,NA,1,0,0,0,0
EHAM,2021,11,LT,04,"(0,70]",1,0,33.15,0,0
EHAM,2021,11,LT,04,"(150,250]",4,4,121.8,105.93333333333334,15.866666666666664
EHAM,2021,11,LT,04,"(250,310]",2,2,62.75,53.86,8.89
EHAM,2021,11,LT,04,"(70,150]",1,1,35.083333333333336,27.283333333333335,7.800000000000001
EHAM,2021,11,LT,04,NA,12,0,0,0,0
EHAM,2021,11,LT,06,"(150,250]",1,1,23.516666666666666,22.403333333333332,1.1133333333333333
EHAM,2021,11,LT,06,"(250,310]",1,1,31,24.826666666666668,6.173333333333332
EHAM,2021,11,LT,06,NA,3,0,0,0,0
EHAM,2021,11,LT,18C,"(70,150]",1,1,30.983333333333334,33.03333333333333,-2.049999999999997
EHAM,2021,11,LT,18R,"(150,250]",1,1,32.93333333333333,32.83,0.10333333333333172
EHAM,2021,11,LT,18R,NA,1,0,0,0,0
EHAM,2021,11,LT,22,"(0,70]",1,1,24.266666666666666,24.770000000000003,-0.5033333333333374
EHAM,2021,11,LT,22,"(150,250]",7,7,247.38333333333333,210.18666666666667,37.19666666666669
EHAM,2021,11,LT,22,"(250,310]",9,9,268.51666666666665,238.74,29.776666666666657
EHAM,2021,11,LT,22,"(70,150]",7,7,193.91666666666663,172.0366666666667,21.879999999999992
EHAM,2021,11,LT,22,NA,26,0,0,0,0
EHAM,2021,11,LT,27,"(250,310]",1,1,31.133333333333333,30.95,0.18333333333333357
EHAM,2021,11,LT,27,NA,1,0,0,0,0
EHAM,2021,11,LT,36C,NA,1,0,0,0,0
EHAM,2021,11,LT,36R,"(250,310]",2,2,58.58333333333333,55.84,2.7433333333333287
EHAM,2021,11,MJ,04,"(150,250]",28,28,641.4,583.2399999999999,58.16000000000005
EHAM,2021,11,MJ,04,"(250,310]",16,16,391.21666666666664,363.9466666666667,27.269999999999953
EHAM,2021,11,MJ,04,"(70,150]",15,15,375.1666666666666,352.2500000000001,22.916666666666657
EHAM,2021,11,MJ,04,NA,8,0,0,0,0
EHAM,2021,11,MJ,06,"(0,70]",176,176,4671.016666666664,4391.199999999986,279.81666666666666
EHAM,2021,11,MJ,06,"(150,250]",724,724,16482.299999999977,14829.93333333344,1652.3666666666677
EHAM,2021,11,MJ,06,"(250,310]",511,511,11997.116666666672,10875.78333333335,1121.333333333334
EHAM,2021,11,MJ,06,"(310,360]",47,47,1130.4666666666665,1062.9833333333331,67.48333333333329
EHAM,2021,11,MJ,06,"(70,150]",437,437,11769.616666666663,11136.216666666718,633.3999999999996
EHAM,2021,11,MJ,06,NA,62,0,0,0,0
EHAM,2021,11,MJ,18C,"(0,70]",545,545,13234.016666666654,12453.250000000122,780.7666666666661
EHAM,2021,11,MJ,18C,"(150,250]",260,260,7317.716666666664,6868.333333333356,449.38333333333287
EHAM,2021,11,MJ,18C,"(250,310]",73,73,1697.4333333333336,1603.5666666666675,93.8666666666668
EHAM,2021,11,MJ,18C,"(310,360]",14,14,324.6333333333333,294,30.633333333333336
EHAM,2021,11,MJ,18C,"(70,150]",952,952,24197.600000000024,22863.866666666498,1333.733333333336
EHAM,2021,11,MJ,18C,NA,40,0,0,0,0
EHAM,2021,11,MJ,18R,"(0,70]",432,432,10209.633333333331,9640.800000000034,568.8333333333354
EHAM,2021,11,MJ,18R,"(150,250]",1620,1620,44156.43333333332,40500,3656.433333333334
EHAM,2021,11,MJ,18R,"(250,310]",1065,1065,24914.366666666647,22986.249999999814,1928.116666666666
EHAM,2021,11,MJ,18R,"(310,360]",97,97,2330.4666666666662,2227.766666666668,102.7000000000002
EHAM,2021,11,MJ,18R,"(70,150]",956,956,23942.883333333317,22545.66666666652,1397.2166666666683
EHAM,2021,11,MJ,18R,NA,131,0,0,0,0
EHAM,2021,11,MJ,22,"(0,70]",68,68,1478.533333333333,1490.3333333333342,-11.800000000000086
EHAM,2021,11,MJ,22,"(150,250]",91,91,2510.0499999999997,2393.6033333333303,116.44666666666654
EHAM,2021,11,MJ,22,"(250,310]",62,62,1542.7333333333331,1482.8333333333342,59.899999999999935
EHAM,2021,11,MJ,22,"(310,360]",4,4,87.91666666666667,94.6,-6.6833333333333265
EHAM,2021,11,MJ,22,"(70,150]",161,161,3566.216666666668,3619.816666666653,-53.600000000000165
EHAM,2021,11,MJ,22,NA,24,0,0,0,0
EHAM,2021,11,MJ,24,"(0,70]",19,19,431.5833333333333,410.40000000000015,21.18333333333331
EHAM,2021,11,MJ,24,"(150,250]",6,6,165.51666666666668,164.60000000000002,0.9166666666666394
EHAM,2021,11,MJ,24,"(250,310]",4,4,107.78333333333332,99.72,8.063333333333333
