ICAO,MOF,PHASE,CAP,PK_THRU,CAP70,SHARE_TIME_ABOVE,SHARE_DIFF,MVT_DIFF
SBSP,2022-07,TOT,15,9,10.5,0.008666345690900338,-0.4,-6
SBSP,2022-08,TOT,15,9,10.5,0.0052935514918190565,-0.4,-6
SBSP,2022-09,TOT,15,9,10.5,0.007455268389662028,-0.4,-6
SBSP,2022-10,TOT,15,10,10.5,0.013625304136253041,-0.3333333333333333,-5
SBSP,2022-11,TOT,15,10,10.5,0.03938946331856229,-0.3333333333333333,-5
SBSP,2022-12,TOT,15,10,10.5,0.03301435406698565,-0.3333333333333333,-5
SBSV,2019-01,TOT,14.25,7,9.975,0.008120649651972157,-0.5087719298245614,-7.25
SBSV,2019-02,TOT,14.25,7,9.975,0.004551661356395084,-0.5087719298245614,-7.25
SBSV,2019-03,TOT,14.25,4,9.975,0,-0.7192982456140351,-10.25
SBSV,2019-04,TOT,14.25,4,9.975,0,-0.7192982456140351,-10.25
SBSV,2019-05,TOT,14.25,3,9.975,0,-0.7894736842105263,-11.25
SBSV,2019-06,TOT,14.25,4,9.975,0,-0.7192982456140351,-10.25
SBSV,2019-07,TOT,14.25,4,9.975,0,-0.7192982456140351,-10.25
SBSV,2019-08,TOT,14.25,4,9.975,0,-0.7192982456140351,-10.25
SBSV,2019-09,TOT,14.25,4,9.975,0,-0.7192982456140351,-10.25
SBSV,2019-10,TOT,14.25,4,9.975,0,-0.7192982456140351,-10.25
SBSV,2019-11,TOT,14.25,4,9.975,0,-0.7192982456140351,-10.25
SBSV,2019-12,TOT,14.25,5,9.975,0,-0.6491228070175439,-9.25
SBSV,2020-01,TOT,14.5,5,10.149999999999999,0,-0.6551724137931034,-9.5
SBSV,2020-02,TOT,14.5,4,10.149999999999999,0,-0.7241379310344828,-10.5
SBSV,2020-03,TOT,14.5,4,10.149999999999999,0,-0.7241379310344828,-10.5
SBSV,2020-04,TOT,14.5,2,10.149999999999999,0,-0.8620689655172413,-12.5
SBSV,2020-05,TOT,14.5,2,10.149999999999999,0,-0.8620689655172413,-12.5
SBSV,2020-06,TOT,14.5,2,10.149999999999999,0,-0.8620689655172413,-12.5
SBSV,2020-07,TOT,14.5,3,10.149999999999999,0,-0.7931034482758621,-11.5
SBSV,2020-08,TOT,14.5,3,10.149999999999999,0,-0.7931034482758621,-11.5
SBSV,2020-09,TOT,14.5,4,10.149999999999999,0,-0.7241379310344828,-10.5
SBSV,2020-10,TOT,14.5,4,10.149999999999999,0,-0.7241379310344828,-10.5
SBSV,2020-11,TOT,14.5,4,10.149999999999999,0,-0.7241379310344828,-10.5
SBSV,2020-12,TOT,14.5,5,10.149999999999999,0,-0.6551724137931034,-9.5
SBSV,2021-01,TOT,15,5,10.5,0,-0.6666666666666666,-10
SBSV,2021-02,TOT,15,5,10.5,0,-0.6666666666666666,-10
SBSV,2021-03,TOT,15,5,10.5,0,-0.6666666666666666,-10
SBSV,2021-04,TOT,15,3,10.5,0,-0.8,-12
SBSV,2021-05,TOT,15,3,10.5,0,-0.8,-12
SBSV,2021-06,TOT,15,4,10.5,0,-0.7333333333333333,-11
SBSV,2021-07,TOT,15,4,10.5,0,-0.7333333333333333,-11
SBSV,2021-08,TOT,15,4,10.5,0,-0.7333333333333333,-11
SBSV,2021-09,TOT,15,5,10.5,0,-0.6666666666666666,-10
SBSV,2021-10,TOT,15,5,10.5,0,-0.6666666666666666,-10
SBSV,2021-11,TOT,15,5,10.5,0,-0.6666666666666666,-10
SBSV,2021-12,TOT,15,5,10.5,0,-0.6666666666666666,-10
SBSV,2022-01,TOT,15,5,10.5,0,-0.6666666666666666,-10
SBSV,2022-02,TOT,15,5,10.5,0,-0.6666666666666666,-10
SBSV,2022-03,TOT,15,5,10.5,0,-0.6666666666666666,-10
SBSV,2022-04,TOT,15,5,10.5,0,-0.6666666666666666,-10
SBSV,2022-05,TOT,15,5,10.5,0,-0.6666666666666666,-10
SBSV,2022-06,TOT,15,5,10.5,0,-0.6666666666666666,-10
SBSV,2022-07,TOT,15,5,10.5,0,-0.6666666666666666,-10
SBSV,2022-08,TOT,15,5,10.5,0,-0.6666666666666666,-10
SBSV,2022-09,TOT,15,5,10.5,0,-0.6666666666666666,-10
SBSV,2022-10,TOT,15,5,10.5,0,-0.6666666666666666,-10
SBSV,2022-11,TOT,15,5,10.5,0,-0.6666666666666666,-10
SBSV,2022-12,TOT,15,5,10.5,0,-0.6666666666666666,-10
